date,spend,impressions,clicks,leads,cpl
2023-03-18,202.91,21353,55,4,50.73
2023-03-19,173.67,21802,23,2,86.84
2023-03-20,334.54,43328,47,4,83.64
2023-03-21,311.23,36363,76,7,44.46
2023-03-22,266.31,34000,24,2,133.16
2023-03-23,315.58,34497,152,11,28.69
2023-03-24,236.35,28330,54,6,39.39
2023-03-25,158.04,18540,56,4,39.51
2023-03-26,51.71,7022,19,2,25.86
2023-03-27,76.12,10710,28,2,38.06
2023-03-28,81.17,11707,0,0,0.0
2023-03-29,76.04,7895,18,2,38.02
2023-03-30,93.96,11286,65,5,18.79
2023-03-31,59.58,6420,10,1,59.58
2023-04-01,55.55,8256,13,1,55.55
2023-04-02,1119.62,166995,253,19,58.93
2023-04-03,1960.43,174616,310,21,93.35
2023-04-04,1570.71,158138,124,14,112.19
2023-04-05,1625.77,134513,250,24,67.74
2023-04-06,2108.71,229484,247,17,124.04
2023-04-07,1772.48,152624,215,18,98.47
2023-04-08,1199.51,141588,226,17,70.56
2023-04-09,176.82,16164,78,6,29.47
2023-04-10,277.85,39150,72,5,55.57
2023-04-11,201.27,23003,47,4,50.32
2023-04-12,232.8,29405,67,5,46.56
2023-04-13,304.45,34118,37,3,101.48
2023-04-14,196.72,26776,71,5,39.34
2023-04-15,192.89,22323,53,6,32.15
2023-04-16,190.3,18202,42,4,47.57
2023-04-17,290.64,23751,71,5,58.13
2023-04-18,199.68,20954,54,6,33.28
2023-04-19,188.01,26111,53,6,31.34
2023-04-20,330.89,48555,147,12,27.57
2023-04-21,276.44,34103,70,5,55.29
2023-04-22,204.22,26365,79,6,34.04
2023-04-23,253.76,35740,45,4,63.44
2023-04-24,279.6,28821,147,10,27.96
2023-04-25,190.28,15880,74,5,38.06
2023-04-26,256.18,30166,43,5,51.24
2023-04-27,313.99,33243,152,12,26.17
2023-04-28,251.01,28943,100,7,35.86
2023-04-29,179.62,17820,14,1,179.62
2023-04-30,170.22,16097,14,1,170.22
2023-05-01,348.86,36319,160,12,29.07
2023-05-02,335.04,29875,133,12,27.92
2023-05-03,193.39,15571,64,5,38.68
2023-05-04,377.37,39948,127,13,29.03
2023-05-05,233.02,25351,35,4,58.26
2023-05-06,270.09,24267,40,3,90.03
2023-05-07,148.01,15766,42,3,49.34
2023-05-08,326.61,36210,57,7,46.66
2023-05-09,241.9,24577,24,2,120.95
2023-05-10,260.46,26444,86,6,43.41
2023-05-11,314.02,44659,103,11,28.55
2023-05-12,234.47,28430,71,5,46.89
2023-05-13,198.45,16300,81,6,33.08
2023-05-14,198.17,27369,24,3,66.06
2023-05-15,331.92,42891,109,8,41.49
2023-05-16,342.56,38739,178,13,26.35
2023-05-17,375.66,47437,191,15,25.04
2023-05-18,282.92,25429,90,7,40.42
2023-05-19,288.31,37215,59,7,41.19
2023-05-20,169.26,14540,53,4,42.32
2023-05-21,163.33,14407,21,2,81.66
2023-05-22,211.17,27727,13,1,211.17
2023-05-23,257.17,21849,58,6,42.86
2023-05-24,275.51,22677,67,6,45.92
2023-05-25,268.84,34925,78,7,38.41
2023-05-26,296.98,44100,28,3,98.99
2023-05-27,146.89,13331,14,1,146.89
2023-05-28,256.12,31716,44,5,51.22
2023-05-29,283.08,25377,119,11,25.73
2023-05-30,326.11,37881,93,8,40.76
2023-05-31,285.03,26506,118,8,35.63
2023-06-01,429.25,53498,53,6,71.54
2023-06-02,473.98,52389,107,11,43.09
2023-06-03,194.31,25123,0,0,0.0
2023-06-04,365.64,33089,50,5,73.13
2023-06-05,496.38,49169,93,11,45.13
2023-06-06,625.26,57981,237,17,36.78
2023-06-07,366.41,41823,86,10,36.64
2023-06-08,495.55,57161,175,12,41.3
2023-06-09,475.73,40428,110,11,43.25
2023-06-10,280.28,36335,38,3,93.43
2023-06-11,270.12,26910,66,8,33.77
2023-06-12,406.76,38177,132,12,33.9
2023-06-13,599.99,73328,108,10,60.0
2023-06-14,600.15,59428,118,9,66.68
2023-06-15,387.85,42555,147,10,38.79
2023-06-16,487.75,71139,88,6,81.29
2023-06-17,383.12,52340,187,13,29.47
2023-06-18,373.07,50863,54,5,74.61
2023-06-19,382.41,43089,103,8,47.8
2023-06-20,451.02,41196,105,8,56.38
2023-06-21,388.15,50410,163,11,35.29
2023-06-22,603.52,73158,101,11,54.87
2023-06-23,801.89,111150,207,15,53.46
2023-06-24,348.68,48613,105,8,43.59
2023-06-25,1502.91,184036,154,15,100.19
2023-06-26,3660.66,378818,191,19,192.67
2023-06-27,4180.93,494768,238,20,209.05
2023-06-28,4122.52,450915,252,23,179.24
2023-06-29,3254.17,305870,127,15,216.94
2023-06-30,3475.26,443359,275,23,151.1
2023-07-01,2433.22,259036,150,16,152.08
2023-07-02,433.27,64931,98,9,48.14
2023-07-03,644.06,56753,105,13,49.54
2023-07-04,474.7,64041,80,6,79.12
2023-07-05,489.19,40934,54,6,81.53
2023-07-06,511.24,48063,71,5,102.25
2023-07-07,521.59,52800,89,7,74.51
2023-07-08,393.93,40535,90,7,56.28
2023-07-09,465.46,37967,137,14,33.25
2023-07-10,429.73,47824,73,7,61.39
2023-07-11,641.41,74084,155,13,49.34
2023-07-12,524.72,64390,119,12,43.73
2023-07-13,324.55,35678,38,4,81.14
2023-07-14,506.01,50650,191,15,33.73
2023-07-15,362.32,36027,98,9,40.26
2023-07-16,420.03,39893,163,13,32.31
2023-07-17,604.53,60595,150,13,46.5
2023-07-18,543.04,53928,127,11,49.37
2023-07-19,469.53,56891,93,8,58.69
2023-07-20,645.37,63257,95,11,58.67
2023-07-21,481.28,62752,77,8,60.16
2023-07-22,307.27,44997,63,7,43.9
2023-07-23,339.06,46757,58,5,67.81
2023-07-24,493.43,50819,138,10,49.34
2023-07-25,532.61,65428,137,12,44.38
2023-07-26,501.55,70277,74,9,55.73
2023-07-27,509.15,61790,90,10,50.92
2023-07-28,621.31,85666,137,14,44.38
2023-07-29,439.23,62373,110,9,48.8
2023-07-30,418.87,52943,123,13,32.22
2023-07-31,514.21,72967,86,8,64.28
2023-08-01,270.49,31820,59,6,45.08
2023-08-02,292.54,28551,43,5,58.51
2023-08-03,297.06,28740,99,7,42.44
2023-08-04,354.88,52016,63,7,50.7
2023-08-05,203.0,22206,43,3,67.67
2023-08-06,171.88,16873,39,4,42.97
2023-08-07,262.33,28188,50,5,52.47
2023-08-08,419.01,60916,158,11,38.09
2023-08-09,257.87,23663,51,6,42.98
2023-08-10,242.95,35546,49,5,48.59
2023-08-11,289.41,26298,57,7,41.34
2023-08-12,293.14,28548,71,7,41.88
2023-08-13,217.24,24777,42,3,72.41
2023-08-14,321.5,37548,58,5,64.3
2023-08-15,229.65,28677,24,3,76.55
2023-08-16,232.88,24582,72,8,29.11
2023-08-17,304.88,25027,42,3,101.63
2023-08-18,280.89,31711,74,7,40.13
2023-08-19,229.02,25515,66,6,38.17
2023-08-20,1123.75,168059,98,11,102.16
2023-08-21,2366.33,335225,242,17,139.2
2023-08-22,2499.61,289517,260,18,138.87
2023-08-23,1481.93,150548,232,18,82.33
2023-08-24,2046.06,295043,305,30,68.2
2023-08-25,1861.77,219729,204,21,88.66
2023-08-26,1776.75,149358,286,25,71.07
2023-08-27,222.36,23398,41,4,55.59
2023-08-28,362.1,47169,40,3,120.7
2023-08-29,300.85,44663,93,7,42.98
2023-08-30,322.75,36322,51,6,53.79
2023-08-31,447.75,38794,96,11,40.7
2023-09-01,734.49,80368,144,14,52.46
2023-09-02,260.71,29399,73,7,37.24
2023-09-03,378.94,37082,98,9,42.1
2023-09-04,527.88,44893,171,12,43.99
2023-09-05,416.61,62040,96,9,46.29
2023-09-06,440.18,51712,118,10,44.02
2023-09-07,522.55,46605,108,13,40.2
2023-09-08,600.35,85252,106,13,46.18
2023-09-09,388.74,43050,46,4,97.19
2023-09-10,328.12,40810,101,11,29.83
2023-09-11,417.56,39992,162,11,37.96
2023-09-12,346.76,33629,61,7,49.54
2023-09-13,666.89,94600,91,10,66.69
2023-09-14,457.24,67597,46,5,91.45
2023-09-15,433.0,60252,91,9,48.11
2023-09-16,375.98,44768,132,10,37.6
2023-09-17,348.38,37830,83,6,58.06
2023-09-18,503.93,74226,90,9,55.99
2023-09-19,568.91,48084,177,12,47.41
2023-09-20,463.08,63575,99,10,46.31
2023-09-21,417.82,39052,152,11,37.98
2023-09-22,492.64,66294,107,8,61.58
2023-09-23,358.01,32165,52,5,71.6
2023-09-24,2412.77,311225,282,23,104.9
2023-09-25,3436.47,375274,257,27,127.28
2023-09-26,3472.38,346321,227,25,138.9
2023-09-27,4856.01,725689,143,14,346.86
2023-09-28,5379.32,486193,171,18,298.85
2023-09-29,5272.98,782901,121,13,405.61
2023-09-30,2490.12,303011,325,22,113.19
2023-10-01,2110.72,274200,244,17,124.16
2023-10-02,2714.68,398235,140,13,208.82
2023-10-03,4754.86,654684,252,21,226.42
2023-10-04,3131.18,438429,175,16,195.7
2023-10-05,3393.33,364173,214,19,178.6
2023-10-06,3135.86,413850,190,16,195.99
2023-10-07,2464.64,356443,224,21,117.36
2023-10-08,307.95,28116,75,7,43.99
2023-10-09,475.18,46714,90,8,59.4
2023-10-10,450.87,66765,164,11,40.99
2023-10-11,347.11,35080,113,10,34.71
2023-10-12,556.22,79557,106,11,50.57
2023-10-13,606.81,48973,104,7,86.69
2023-10-14,442.87,65491,157,11,40.26
2023-10-15,492.41,44223,102,7,70.34
2023-10-16,630.38,61525,60,6,105.06
2023-10-17,524.45,51281,135,11,47.68
2023-10-18,585.87,84590,78,9,65.1
2023-10-19,482.88,60579,72,5,96.58
2023-10-20,612.8,57786,117,10,61.28
2023-10-21,353.18,29937,176,15,23.55
2023-10-22,244.74,30056,83,7,34.96
2023-10-23,528.31,61533,117,11,48.03
2023-10-24,537.21,57403,94,8,67.15
2023-10-25,430.03,45753,64,5,86.01
2023-10-26,578.66,85087,145,12,48.22
2023-10-27,657.88,75917,126,10,65.79
2023-10-28,302.05,38724,38,4,75.51
2023-10-29,426.14,41330,120,9,47.35
2023-10-30,621.1,86045,80,6,103.52
2023-10-31,447.78,41009,116,13,34.44
2023-11-01,362.17,34072,54,6,60.36
2023-11-02,322.17,33869,86,10,32.22
2023-11-03,353.43,32110,114,10,35.34
2023-11-04,272.11,23528,65,6,45.35
2023-11-05,338.7,30905,67,7,48.39
2023-11-06,349.62,45049,104,7,49.95
2023-11-07,296.49,35812,45,5,59.3
2023-11-08,222.71,17837,61,7,31.82
2023-11-09,347.71,45952,66,6,57.95
2023-11-10,309.65,40542,138,13,23.82
2023-11-11,283.89,30810,122,10,28.39
2023-11-12,286.14,38598,126,9,31.79
2023-11-13,294.78,35926,92,7,42.11
2023-11-14,418.67,42640,84,9,46.52
2023-11-15,377.58,53518,243,19,19.87
2023-11-16,374.76,49824,80,9,41.64
2023-11-17,357.15,41911,53,5,71.43
2023-11-18,326.38,45374,78,9,36.26
2023-11-19,305.58,28960,114,9,33.95
2023-11-20,405.68,41719,186,13,31.21
2023-11-21,482.52,52530,134,14,34.47
2023-11-22,394.7,46239,121,9,43.86
2023-11-23,402.15,33450,162,11,36.56
2023-11-24,431.91,55604,228,18,24.0
2023-11-25,261.52,23731,48,4,65.38
2023-11-26,221.15,20981,78,6,36.86
2023-11-27,538.67,65558,109,9,59.85
2023-11-28,464.8,45836,89,9,51.64
2023-11-29,310.43,31860,100,9,34.49
2023-11-30,328.61,37900,84,10,32.86
2023-12-01,242.14,27865,75,6,40.36
2023-12-02,156.09,19595,24,2,78.04
2023-12-03,219.17,19869,37,4,54.79
2023-12-04,384.42,45176,80,6,64.07
2023-12-05,314.51,43512,65,8,39.31
2023-12-06,388.38,42196,110,11,35.31
2023-12-07,272.07,26740,36,3,90.69
2023-12-08,307.56,31663,29,3,102.52
2023-12-09,173.79,22309,53,4,43.45
2023-12-10,206.14,23757,61,6,34.36
2023-12-11,355.91,51854,136,12,29.66
2023-12-12,333.54,41027,118,9,37.06
2023-12-13,352.48,28694,67,7,50.35
2023-12-14,272.58,32844,42,3,90.86
2023-12-15,345.72,31160,88,8,43.21
2023-12-16,266.59,28557,41,5,53.32
2023-12-17,69.56,10265,16,2,34.78
2023-12-18,69.91,8487,9,1,69.91
2023-12-19,94.47,13761,11,1,94.47
2023-12-20,93.83,13845,29,2,46.91
2023-12-21,79.56,9690,35,3,26.52
2023-12-22,74.58,10037,24,2,37.29
2023-12-23,54.3,7821,0,0,0.0
2023-12-24,105.63,8837,26,2,52.82
2023-12-25,125.68,17812,22,2,62.84
2023-12-26,165.77,18217,16,2,82.88
2023-12-27,88.8,8848,11,1,88.8
2023-12-28,132.41,18642,40,5,26.48
2023-12-29,163.67,17313,41,4,40.92
2023-12-30,119.44,17107,25,2,59.72
2023-12-31,186.35,20974,58,4,46.59
2024-01-01,675.29,79512,159,16,42.21
2024-01-02,617.46,87962,102,9,68.61
2024-01-03,627.36,51193,176,16,39.21
2024-01-04,527.02,49411,198,17,31.0
2024-01-05,608.21,83308,273,22,27.65
2024-01-06,418.53,61875,58,5,83.71
2024-01-07,2202.28,316276,170,19,115.91
2024-01-08,2155.98,205608,137,14,154.0
2024-01-09,4306.69,375998,147,11,391.52
2024-01-10,4248.59,524929,143,17,249.92
2024-01-11,4015.07,440802,226,24,167.29
2024-01-12,3266.22,427098,366,31,105.36
2024-01-13,2285.68,324849,228,17,134.45
2024-01-14,267.9,30317,72,6,44.65
2024-01-15,680.45,55286,136,11,61.86
2024-01-16,500.48,65281,152,16,31.28
2024-01-17,591.61,67322,140,11,53.78
2024-01-18,477.45,42478,137,15,31.83
2024-01-19,332.94,32042,44,3,110.98
2024-01-20,410.57,35754,174,14,29.33
2024-01-21,443.21,59294,53,5,88.64
2024-01-22,711.04,89637,152,16,44.44
2024-01-23,498.6,52777,129,15,33.24
2024-01-24,466.93,53828,95,9,51.88
2024-01-25,522.98,76112,80,6,87.16
2024-01-26,421.9,42226,72,5,84.38
2024-01-27,304.17,32440,132,13,23.4
2024-01-28,115.32,15532,17,2,57.66
2024-01-29,141.43,18094,34,3,47.14
2024-01-30,134.1,20019,16,2,67.05
2024-01-31,158.19,17362,28,2,79.1
2024-02-01,76.97,10129,66,5,15.39
2024-02-02,126.41,13924,22,2,63.2
2024-02-03,54.41,5870,20,2,27.2
2024-02-04,261.39,29753,64,7,37.34
2024-02-05,320.32,28489,43,4,80.08
2024-02-06,336.42,39199,41,3,112.14
2024-02-07,301.11,32304,48,4,75.28
2024-02-08,274.94,38459,78,7,39.28
2024-02-09,282.37,38965,84,7,40.34
2024-02-10,177.25,25533,48,6,29.54
2024-02-11,211.26,29145,59,5,42.25
2024-02-12,336.14,38284,45,5,67.23
2024-02-13,182.02,16364,39,4,45.51
2024-02-14,224.6,22916,89,8,28.08
2024-02-15,227.38,33281,97,8,28.42
2024-02-16,317.01,31705,86,6,52.83
2024-02-17,220.8,31571,35,4,55.2
2024-02-18,183.15,21758,81,7,26.16
2024-02-19,369.53,54208,49,4,92.38
2024-02-20,263.17,29917,86,7,37.6
2024-02-21,310.55,25982,89,8,38.82
2024-02-22,325.26,35769,99,11,29.57
2024-02-23,273.63,22090,40,3,91.21
2024-02-24,237.82,25013,25,2,118.91
2024-02-25,184.48,19370,58,7,26.35
2024-02-26,280.68,34994,73,6,46.78
2024-02-27,287.3,41786,59,4,71.83
2024-02-28,322.67,38446,66,8,40.33
2024-02-29,364.76,34950,46,5,72.95
2024-03-01,415.34,40804,83,10,41.53
2024-03-02,259.95,32283,40,3,86.65
2024-03-03,144.62,17280,24,2,72.31
2024-03-04,125.68,12616,44,3,41.89
2024-03-05,185.0,25113,33,3,61.67
2024-03-06,203.48,16379,43,3,67.83
2024-03-07,133.69,11624,42,5,26.74
2024-03-08,157.59,14637,18,2,78.8
2024-03-09,121.41,11929,64,5,24.28
2024-03-10,326.36,45228,56,4,81.59
2024-03-11,475.89,65402,158,13,36.61
2024-03-12,511.73,61442,102,9,56.86
2024-03-13,539.44,49362,111,12,44.95
2024-03-14,358.26,52891,92,7,51.18
2024-03-15,596.19,82629,74,7,85.17
2024-03-16,316.59,38483,167,12,26.38
2024-03-17,309.25,44737,155,12,25.77
2024-03-18,581.8,86147,157,17,34.22
2024-03-19,432.31,44843,90,11,39.3
2024-03-20,406.78,56403,110,8,50.85
2024-03-21,339.1,39202,98,8,42.39
2024-03-22,597.62,87937,104,8,74.7
2024-03-23,241.86,29101,107,9,26.87
2024-03-24,263.13,26107,66,6,43.85
2024-03-25,324.82,34568,116,13,24.99
2024-03-26,443.41,44678,97,7,63.34
2024-03-27,340.39,48746,99,7,48.63
2024-03-28,588.55,47348,150,11,53.5
2024-03-29,420.99,49526,53,6,70.17
2024-03-30,270.33,35898,67,8,33.79
2024-03-31,356.98,43512,127,12,29.75
2024-04-01,358.62,41560,77,9,39.85
2024-04-02,425.61,62293,201,14,30.4
2024-04-03,512.87,54537,153,13,39.45
2024-04-04,376.71,52236,62,7,53.82
2024-04-05,407.25,41920,84,8,50.91
2024-04-06,266.73,23889,39,3,88.91
2024-04-07,288.11,33883,81,9,32.01
2024-04-08,755.02,64195,170,15,50.33
2024-04-09,296.63,44048,81,6,49.44
2024-04-10,513.19,55474,127,15,34.21
2024-04-11,440.0,44795,140,16,27.5
2024-04-12,384.1,56468,64,8,48.01
2024-04-13,366.03,40399,55,6,61.0
2024-04-14,381.74,40527,55,6,63.62
2024-04-15,370.34,37019,205,18,20.57
2024-04-16,428.6,35838,76,7,61.23
2024-04-17,390.17,43361,113,8,48.77
2024-04-18,472.3,68091,173,13,36.33
2024-04-19,449.72,49421,116,8,56.21
2024-04-20,303.87,40416,57,5,60.77
2024-04-21,329.41,44736,65,5,65.88
2024-04-22,477.45,60712,136,11,43.4
2024-04-23,569.11,69305,187,14,40.65
2024-04-24,372.9,54555,74,9,41.43
2024-04-25,430.43,34846,88,10,43.04
2024-04-26,676.72,88862,166,15,45.11
2024-04-27,271.84,25384,47,4,67.96
2024-04-28,380.55,53102,91,9,42.28
2024-04-29,365.2,53599,206,14,26.09
2024-04-30,496.43,41317,107,10,49.64
2024-05-01,528.58,46068,107,9,58.73
2024-05-02,587.16,62824,116,12,48.93
2024-05-03,517.52,57553,210,20,25.88
2024-05-04,482.17,48508,122,13,37.09
2024-05-05,379.21,42494,125,10,37.92
2024-05-06,529.22,58983,214,17,31.13
2024-05-07,594.27,65592,125,12,49.52
2024-05-08,480.08,40692,80,10,48.01
2024-05-09,357.95,36361,98,9,39.77
2024-05-10,416.17,43665,148,12,34.68
2024-05-11,335.46,34589,89,6,55.91
2024-05-12,520.23,43561,168,18,28.9
2024-05-13,822.18,102903,268,18,45.68
2024-05-14,428.11,57220,71,7,61.16
2024-05-15,561.61,82838,129,9,62.4
2024-05-16,482.56,71003,91,11,43.87
2024-05-17,570.83,63015,242,19,30.04
2024-05-18,303.01,37027,70,6,50.5
2024-05-19,407.36,33061,113,10,40.74
2024-05-20,472.37,43204,98,9,52.49
2024-05-21,440.09,62283,135,14,31.44
2024-05-22,484.59,50327,87,8,60.57
2024-05-23,379.41,37628,55,6,63.23
2024-05-24,615.87,88017,240,22,27.99
2024-05-25,327.16,28049,104,7,46.74
2024-05-26,499.8,68428,107,11,45.44
2024-05-27,634.23,69339,173,12,52.85
2024-05-28,681.48,84324,227,16,42.59
2024-05-29,507.2,61728,259,18,28.18
2024-05-30,693.33,88264,78,8,86.67
2024-05-31,692.72,100427,231,18,38.48
2024-06-01,188.42,21774,28,2,94.21
2024-06-02,204.84,21194,26,3,68.28
2024-06-03,375.92,37889,122,9,41.77
2024-06-04,297.81,27145,81,7,42.54
2024-06-05,254.36,26038,21,2,127.18
2024-06-06,351.99,46255,63,6,58.67
2024-06-07,360.2,29455,83,9,40.02
2024-06-08,172.31,17106,41,4,43.08
2024-06-09,51.84,4831,0,0,0.0
2024-06-10,68.64,7969,17,2,34.32
2024-06-11,83.9,9385,23,2,41.95
2024-06-12,59.79,8470,0,0,0.0
2024-06-13,86.87,8950,0,0,0.0
2024-06-14,80.91,7290,10,1,80.91
2024-06-15,44.72,5346,23,2,22.36
2024-06-16,183.4,26820,58,7,26.2
2024-06-17,233.86,25157,29,3,77.95
2024-06-18,374.54,45323,69,8,46.82
2024-06-19,242.82,23940,84,8,30.35
2024-06-20,279.56,37235,9,1,279.56
2024-06-21,408.9,41154,43,3,136.3
2024-06-22,234.34,20736,126,9,26.04
2024-06-23,214.49,21224,98,8,26.81
2024-06-24,303.33,43105,60,7,43.33
2024-06-25,279.28,40587,87,6,46.55
2024-06-26,225.39,20588,112,8,28.17
2024-06-27,321.65,27019,125,10,32.17
2024-06-28,235.86,22695,75,6,39.31
2024-06-29,299.28,43296,82,7,42.75
2024-06-30,151.02,14583,38,3,50.34
2024-07-01,474.34,59584,118,8,59.29
2024-07-02,502.78,75081,68,8,62.85
2024-07-03,447.86,53315,57,6,74.64
2024-07-04,502.97,54813,64,5,100.59
2024-07-05,566.94,62170,72,7,80.99
2024-07-06,456.09,42955,140,12,38.01
2024-07-07,360.01,46874,10,1,360.01
2024-07-08,500.08,65998,131,13,38.47
2024-07-09,535.26,62424,151,11,48.66
2024-07-10,505.43,60088,118,9,56.16
2024-07-11,437.56,48007,78,6,72.93
2024-07-12,501.49,57546,81,10,50.15
2024-07-13,439.71,46676,109,12,36.64
2024-07-14,357.57,35400,48,4,89.39
2024-07-15,501.28,68385,33,4,125.32
2024-07-16,489.12,45740,82,8,61.14
2024-07-17,556.29,81009,76,8,69.54
2024-07-18,540.44,72664,85,6,90.07
2024-07-19,543.87,76271,91,7,77.7
2024-07-20,330.56,34119,117,10,33.06
2024-07-21,228.95,29577,79,6,38.16
2024-07-22,447.06,57165,90,7,63.87
2024-07-23,496.87,68405,51,5,99.37
2024-07-24,423.85,53181,81,10,42.39
2024-07-25,565.8,69403,92,8,70.73
2024-07-26,424.94,56830,65,8,53.12
2024-07-27,234.18,29523,33,3,78.06
2024-07-28,406.42,53623,198,14,29.03
2024-07-29,478.99,41502,110,8,59.87
2024-07-30,500.17,55019,88,7,71.45
2024-07-31,361.92,39743,115,8,45.24
2024-08-01,370.53,53117,88,10,37.05
2024-08-02,385.01,36080,105,9,42.78
2024-08-03,280.29,24223,95,7,40.04
2024-08-04,325.92,35140,42,4,81.48
2024-08-05,352.14,38658,47,5,70.43
2024-08-06,379.16,38904,67,7,54.17
2024-08-07,537.77,79658,135,13,41.37
2024-08-08,384.77,46540,72,6,64.13
2024-08-09,513.25,69993,87,7,73.32
2024-08-10,201.54,20861,16,2,100.77
2024-08-11,268.0,34930,108,8,33.5
2024-08-12,494.44,56663,48,6,82.41
2024-08-13,448.72,37305,214,17,26.4
2024-08-14,520.78,42666,86,7,74.4
2024-08-15,370.04,47938,88,9,41.12
2024-08-16,405.16,40328,98,7,57.88
2024-08-17,180.48,25093,30,3,60.16
2024-08-18,214.53,18625,38,4,53.63
2024-08-19,434.82,58151,170,16,27.18
2024-08-20,352.79,29585,58,7,50.4
2024-08-21,460.81,63583,150,11,41.89
2024-08-22,373.97,47450,46,4,93.49
2024-08-23,436.07,62288,66,6,72.68
2024-08-24,237.34,21448,88,10,23.73
2024-08-25,2257.59,265823,103,11,205.24
2024-08-26,4746.04,510489,191,20,237.3
2024-08-27,4321.62,639498,371,27,160.06
2024-08-28,3905.53,439845,228,27,144.65
2024-08-29,4540.84,575989,192,22,206.4
2024-08-30,4584.65,450958,163,11,416.79
2024-08-31,3357.52,288000,162,15,223.83
2024-09-01,925.61,95679,176,20,46.28
2024-09-02,1226.04,129835,214,17,72.12
2024-09-03,1414.9,174046,181,18,78.61
2024-09-04,1495.24,158777,249,23,65.01
2024-09-05,1104.14,126504,83,8,138.02
2024-09-06,939.2,107434,208,18,52.18
2024-09-07,1056.72,130760,176,13,81.29
2024-09-08,252.51,23939,138,15,16.83
2024-09-09,295.61,26594,58,4,73.9
2024-09-10,275.83,25305,71,8,34.48
2024-09-11,298.72,29408,85,7,42.67
2024-09-12,300.21,32890,52,6,50.03
2024-09-13,240.67,34475,47,5,48.13
2024-09-14,212.55,30109,35,3,70.85
2024-09-15,2250.43,242726,74,9,250.05
2024-09-16,2791.48,321935,182,15,186.1
2024-09-17,2530.41,243354,243,20,126.52
2024-09-18,2975.3,298332,133,14,212.52
2024-09-19,2898.17,400848,130,16,181.14
2024-09-20,2158.25,229185,274,20,107.91
2024-09-21,2298.93,206891,138,12,191.58
2024-09-22,57.46,4827,0,0,0.0
