date,spend,impressions,clicks,leads,cpl
2023-03-25,34.13,3516,9,1,34.13
2023-03-26,48.67,4541,47,4,12.17
2023-03-27,68.03,9377,103,8,8.5
2023-03-28,54.22,5135,21,2,27.11
2023-03-29,67.71,7887,89,11,6.16
2023-03-30,50.89,7348,72,6,8.48
2023-03-31,63.5,5895,140,10,6.35
2023-04-01,30.27,4475,25,2,15.14
2023-04-02,19.66,2319,13,1,19.66
2023-04-03,31.89,4372,8,1,31.89
2023-04-04,22.37,2446,28,3,7.46
2023-04-05,32.99,4258,84,8,4.12
2023-04-06,31.13,2831,45,4,7.78
2023-04-07,34.76,4384,0,0,0.0
2023-04-08,25.48,2821,51,5,5.1
2023-04-09,20.42,1767,41,4,5.11
2023-04-10,30.83,3064,46,4,7.71
2023-04-11,42.54,5279,86,8,5.32
2023-04-12,40.01,4575,89,7,5.72
2023-04-13,37.29,3806,41,3,12.43
2023-04-14,36.57,4244,51,4,9.14
2023-04-15,16.64,2473,25,2,8.32
2023-04-16,20.87,2975,42,3,6.96
2023-04-17,31.39,3761,18,2,15.7
2023-04-18,27.71,3699,57,4,6.93
2023-04-19,35.73,3932,57,7,5.1
2023-04-20,34.19,3730,40,3,11.4
2023-04-21,29.82,2733,54,4,7.46
2023-04-22,23.61,2091,28,2,11.8
2023-04-23,114.11,14215,186,16,7.13
2023-04-24,180.1,21545,218,18,10.01
2023-04-25,182.7,21385,365,26,7.03
2023-04-26,144.16,17891,104,9,16.02
2023-04-27,119.56,14677,162,12,9.96
2023-04-28,181.28,25483,249,18,10.07
2023-04-29,67.88,6831,86,8,8.48
2023-04-30,27.8,3450,102,9,3.09
2023-05-01,34.12,3408,68,5,6.82
2023-05-02,30.43,2605,52,4,7.61
2023-05-03,42.63,6252,68,6,7.1
2023-05-04,31.3,3656,24,3,10.43
2023-05-05,36.23,5347,83,6,6.04
2023-05-06,27.18,3446,21,2,13.59
2023-05-07,32.39,3333,12,1,32.39
2023-05-08,32.52,3314,29,3,10.84
2023-05-09,33.5,3925,17,2,16.75
2023-05-10,33.46,3323,23,2,16.73
2023-05-11,27.75,2919,52,5,5.55
2023-05-12,42.21,6139,48,4,10.55
2023-05-13,30.45,2524,32,4,7.61
2023-05-14,31.38,4415,66,6,5.23
2023-05-15,48.24,5905,26,2,24.12
2023-05-16,22.75,2235,14,1,22.75
2023-05-17,35.31,4982,65,6,5.88
2023-05-18,40.5,4376,40,4,10.13
2023-05-19,44.85,4844,154,15,2.99
2023-05-20,31.99,3398,25,2,16.0
2023-05-21,19.7,2395,36,4,4.93
2023-05-22,32.7,3503,46,4,8.17
2023-05-23,42.56,3918,43,4,10.64
2023-05-24,33.88,3128,81,6,5.65
2023-05-25,29.2,3260,61,5,5.84
2023-05-26,45.35,6027,73,5,9.07
2023-05-27,26.19,3256,32,3,8.73
2023-05-28,21.62,1841,10,1,21.62
2023-05-29,50.81,7120,18,2,25.41
2023-05-30,34.69,5195,43,5,6.94
2023-05-31,42.88,5832,56,6,7.15
2023-06-01,35.46,3970,123,10,3.55
2023-06-02,49.29,4461,42,3,16.43
2023-06-03,26.93,2370,40,3,8.98
2023-06-04,41.07,5528,51,4,10.27
2023-06-05,53.41,7606,66,6,8.9
2023-06-06,53.0,5209,81,7,7.57
2023-06-07,59.07,6566,70,6,9.85
2023-06-08,33.95,4380,34,3,11.32
2023-06-09,60.25,6455,64,5,12.05
2023-06-10,36.55,3316,35,3,12.18
2023-06-11,27.51,3315,55,4,6.88
2023-06-12,63.36,5783,37,4,15.84
2023-06-13,47.21,4703,86,7,6.74
2023-06-14,43.24,5299,78,8,5.41
2023-06-15,39.3,3329,8,1,39.3
2023-06-16,57.29,5009,12,1,57.29
2023-06-17,30.49,4307,39,3,10.16
2023-06-18,29.72,3191,24,2,14.86
2023-06-19,57.42,5693,116,10,5.74
2023-06-20,68.47,7628,58,5,13.69
2023-06-21,43.46,6070,22,2,21.73
2023-06-22,41.57,4044,87,6,6.93
2023-06-23,52.33,5802,68,8,6.54
2023-06-24,39.31,4779,42,4,9.83
2023-06-25,38.35,3832,29,2,19.17
2023-06-26,48.26,6157,42,3,16.09
2023-06-27,40.96,5806,49,4,10.24
2023-06-28,51.3,5106,58,7,7.33
2023-06-29,36.29,3054,73,5,7.26
2023-06-30,45.34,4789,117,8,5.67
2023-07-01,16.51,1813,0,0,0.0
2023-07-02,20.58,2187,67,5,4.12
2023-07-03,23.08,2499,14,1,23.08
2023-07-04,45.41,4522,86,6,7.57
2023-07-05,32.15,4402,48,4,8.04
2023-07-06,23.03,3367,83,6,3.84
2023-07-07,33.32,3793,32,4,8.33
2023-07-08,24.5,2251,35,3,8.17
2023-07-09,11.15,1041,11,1,11.15
2023-07-10,26.61,2513,61,5,5.32
2023-07-11,29.09,2403,24,2,14.54
2023-07-12,32.84,4303,24,2,16.42
2023-07-13,27.98,3211,59,4,6.99
2023-07-14,33.13,3787,34,3,11.04
2023-07-15,20.68,2439,29,2,10.34
2023-07-16,175.63,22552,112,13,13.51
2023-07-17,205.58,26664,235,16,12.85
2023-07-18,218.46,31445,126,15,14.56
2023-07-19,355.44,42263,313,23,15.45
2023-07-20,316.94,27953,180,22,14.41
2023-07-21,236.31,29214,192,18,13.13
2023-07-22,200.5,26284,322,23,8.72
2023-07-23,15.2,1271,32,3,5.07
2023-07-24,27.89,3231,61,5,5.58
2023-07-25,28.32,2876,8,1,28.32
2023-07-26,36.84,3770,26,3,12.28
2023-07-27,31.67,4261,16,2,15.83
2023-07-28,43.02,3480,20,2,21.51
2023-07-29,15.59,1533,28,3,5.2
2023-07-30,26.64,3114,29,3,8.88
2023-07-31,30.31,3273,20,2,15.16
2023-08-01,64.66,7239,136,11,5.88
2023-08-02,91.88,11263,153,12,7.66
2023-08-03,56.58,7968,114,9,6.29
2023-08-04,59.16,8778,81,6,9.86
2023-08-05,47.59,6656,53,5,9.52
2023-08-06,47.12,6979,27,2,23.56
2023-08-07,44.21,6352,74,5,8.84
2023-08-08,77.06,10937,64,7,11.01
2023-08-09,71.58,9409,85,6,11.93
2023-08-10,68.11,5903,112,9,7.57
2023-08-11,71.5,9888,211,15,4.77
2023-08-12,40.72,5735,60,6,6.79
2023-08-13,44.37,5419,22,2,22.19
2023-08-14,78.81,6659,179,12,6.57
2023-08-15,70.61,9780,29,3,23.54
2023-08-16,72.44,7618,118,10,7.24
2023-08-17,79.53,9611,96,7,11.36
2023-08-18,80.02,7349,95,9,8.89
2023-08-19,66.35,5655,206,14,4.74
2023-08-20,39.73,3574,116,10,3.97
2023-08-21,63.99,9350,100,9,7.11
2023-08-22,66.08,8252,101,8,8.26
2023-08-23,79.61,6463,196,15,5.31
2023-08-24,57.51,4978,92,8,7.19
2023-08-25,74.23,10029,113,9,8.25
2023-08-26,36.14,5207,68,7,5.16
2023-08-27,45.84,4178,26,2,22.92
2023-08-28,61.25,8202,81,8,7.66
2023-08-29,67.01,7615,99,7,9.57
2023-08-30,54.4,4763,27,3,18.13
2023-08-31,56.91,6766,55,4,14.23
2023-09-01,57.95,5823,56,4,14.49
2023-09-02,33.97,3198,48,4,8.49
2023-09-03,25.67,2423,25,2,12.83
2023-09-04,35.98,3281,9,1,35.98
2023-09-05,53.56,4582,25,3,17.85
2023-09-06,52.26,6677,58,7,7.47
2023-09-07,49.19,6494,72,5,9.84
2023-09-08,49.76,4012,41,5,9.95
2023-09-09,35.8,4991,41,4,8.95
2023-09-10,29.28,2599,64,6,4.88
2023-09-11,41.84,3481,42,3,13.95
2023-09-12,56.25,6339,51,4,14.06
2023-09-13,49.62,7408,34,3,16.54
2023-09-14,49.12,6491,64,7,7.02
2023-09-15,40.28,5284,109,10,4.03
2023-09-16,38.66,3490,46,5,7.73
2023-09-17,32.78,3797,28,3,10.93
2023-09-18,46.4,4343,77,6,7.73
2023-09-19,58.91,8813,101,9,6.55
2023-09-20,55.8,7998,111,8,6.98
2023-09-21,48.72,5882,66,7,6.96
2023-09-22,39.41,4272,30,3,13.14
2023-09-23,30.01,2636,38,4,7.5
2023-09-24,30.11,3499,26,3,10.04
2023-09-25,44.1,5415,39,3,14.7
2023-09-26,49.73,4282,12,1,49.73
2023-09-27,50.96,5878,86,9,5.66
2023-09-28,52.83,5741,61,5,10.57
2023-09-29,62.46,5293,71,7,8.92
2023-09-30,29.26,4363,68,5,5.85
2023-10-01,31.93,2959,0,0,0.0
2023-10-02,21.19,2843,43,3,7.06
2023-10-03,37.14,4569,44,3,12.38
2023-10-04,39.03,5829,107,9,4.34
2023-10-05,35.01,4116,54,6,5.83
2023-10-06,34.77,4938,57,4,8.69
2023-10-07,20.61,1882,18,2,10.3
2023-10-08,21.63,2081,27,2,10.81
2023-10-09,26.84,3646,59,4,6.71
2023-10-10,29.99,2661,19,2,15.0
2023-10-11,38.87,3544,25,2,19.44
2023-10-12,39.45,4419,14,1,39.45
2023-10-13,35.86,4520,37,4,8.96
2023-10-14,20.71,2961,9,1,20.71
2023-10-15,24.63,2896,17,2,12.31
2023-10-16,29.87,2681,24,2,14.93
2023-10-17,25.88,3451,11,1,25.88
2023-10-18,31.78,3579,19,2,15.89
2023-10-19,35.04,4511,53,4,8.76
2023-10-20,30.13,2775,26,3,10.04
2023-10-21,17.52,1984,43,3,5.84
2023-10-22,18.95,2065,0,0,0.0
2023-10-23,30.42,3494,58,6,5.07
2023-10-24,32.63,3461,35,4,8.16
2023-10-25,34.8,2997,33,4,8.7
2023-10-26,34.94,4351,24,3,11.65
2023-10-27,33.91,4699,32,3,11.3
2023-10-28,15.96,1648,25,2,7.98
2023-10-29,22.56,2914,34,3,7.52
2023-10-30,43.1,4339,40,5,8.62
2023-10-31,25.55,3633,81,6,4.26
2023-11-01,24.89,2572,40,3,8.3
2023-11-02,30.08,3349,36,3,10.03
2023-11-03,28.3,2655,20,2,14.15
2023-11-04,20.9,2224,44,3,6.97
2023-11-05,22.15,2518,23,2,11.07
2023-11-06,30.59,4427,20,2,15.3
2023-11-07,30.28,3965,68,6,5.05
2023-11-08,26.34,2762,49,6,4.39
2023-11-09,28.67,3782,66,5,5.73
2023-11-10,31.88,3406,8,1,31.88
2023-11-11,20.17,2172,14,1,20.17
2023-11-12,22.72,2260,32,3,7.57
2023-11-13,24.85,3167,11,1,24.85
2023-11-14,25.69,3464,36,3,8.56
2023-11-15,22.31,3248,58,5,4.46
2023-11-16,18.55,1573,12,1,18.55
2023-11-17,30.05,3206,72,6,5.01
2023-11-18,22.53,2186,8,1,22.53
2023-11-19,17.2,2237,38,3,5.73
2023-11-20,25.64,3642,32,3,8.55
2023-11-21,23.36,3249,13,1,23.36
2023-11-22,30.02,3928,50,5,6.0
2023-11-23,27.91,3412,45,4,6.98
2023-11-24,29.95,2606,37,3,9.98
2023-11-25,23.67,3543,21,2,11.83
2023-11-26,24.54,2525,48,4,6.14
2023-11-27,23.05,3216,17,2,11.52
2023-11-28,27.62,3674,113,9,3.07
2023-11-29,34.15,4456,49,4,8.54
2023-11-30,31.41,3694,58,7,4.49
2023-12-01,37.22,4812,71,6,6.2
2023-12-02,45.08,4789,74,6,7.51
2023-12-03,25.77,3064,45,5,5.15
2023-12-04,46.79,5533,122,9,5.2
2023-12-05,54.7,6936,123,9,6.08
2023-12-06,33.45,4713,118,9,3.72
2023-12-07,42.1,4901,103,10,4.21
2023-12-08,44.13,6063,93,7,6.3
2023-12-09,45.39,6722,71,5,9.08
2023-12-10,37.02,4500,31,3,12.34
2023-12-11,51.53,6983,116,9,5.73
2023-12-12,56.7,4675,76,9,6.3
2023-12-13,54.09,6777,107,11,4.92
2023-12-14,47.27,4738,32,4,11.82
2023-12-15,62.13,5654,155,12,5.18
2023-12-16,27.98,2291,66,5,5.6
2023-12-17,34.45,3154,24,3,11.48
2023-12-18,48.11,6759,94,9,5.35
2023-12-19,35.69,4513,50,5,7.14
2023-12-20,46.8,4258,49,6,7.8
2023-12-21,55.28,6471,139,10,5.53
2023-12-22,39.27,4763,78,7,5.61
2023-12-23,27.15,3585,16,2,13.57
2023-12-24,27.77,2551,36,3,9.26
2023-12-25,55.29,4441,113,10,5.53
2023-12-26,66.41,8607,147,12,5.53
2023-12-27,40.26,5700,115,8,5.03
2023-12-28,41.65,3462,103,8,5.21
2023-12-29,43.68,5004,119,9,4.85
2023-12-30,36.89,5203,101,7,5.27
2023-12-31,11.23,1527,12,1,11.23
2024-01-01,8.29,946,13,1,8.29
2024-01-02,10.15,1324,9,1,10.15
2024-01-03,12.07,1195,12,1,12.07
2024-01-04,10.61,1583,11,1,10.61
2024-01-05,10.92,1628,0,0,0.0
2024-01-06,8.62,712,0,0,0.0
2024-01-07,28.77,2391,30,3,9.59
2024-01-08,48.37,5287,67,8,6.05
2024-01-09,36.83,5308,26,3,12.28
2024-01-10,38.35,4755,91,10,3.84
2024-01-11,33.91,4661,89,6,5.65
2024-01-12,34.46,3298,24,2,17.23
2024-01-13,21.2,2976,34,3,7.07
2024-01-14,82.23,9577,51,5,16.45
2024-01-15,171.23,21209,213,15,11.42
2024-01-16,129.83,14542,294,24,5.41
2024-01-17,132.02,11516,160,17,7.77
2024-01-18,140.48,12409,112,11,12.77
2024-01-19,176.42,15496,138,14,12.6
2024-01-20,104.69,10931,67,6,17.45
2024-01-21,28.82,3288,56,5,5.76
2024-01-22,38.8,4849,97,7,5.54
2024-01-23,28.6,3755,62,5,5.72
2024-01-24,31.02,4434,22,2,15.51
2024-01-25,38.8,5302,13,1,38.8
2024-01-26,33.6,4131,73,5,6.72
2024-01-27,24.39,3624,21,2,12.19
2024-01-28,26.55,3891,14,1,26.55
2024-01-29,27.91,2694,45,4,6.98
2024-01-30,40.27,3656,72,8,5.03
2024-01-31,38.89,5280,28,2,19.45
2024-02-01,55.31,6934,63,5,11.06
2024-02-02,67.02,6280,134,11,6.09
2024-02-03,41.23,5146,13,1,41.23
2024-02-04,37.15,4272,18,2,18.58
2024-02-05,66.75,7222,91,9,7.42
2024-02-06,69.78,9278,105,12,5.82
2024-02-07,57.78,5999,134,9,6.42
2024-02-08,70.47,7830,81,7,10.07
2024-02-09,56.28,5357,93,10,5.63
2024-02-10,44.45,3863,35,3,14.82
2024-02-11,44.11,4211,102,8,5.51
2024-02-12,52.38,5858,31,3,17.46
2024-02-13,68.76,6660,193,13,5.29
2024-02-14,49.79,6716,20,2,24.89
2024-02-15,38.34,3108,40,5,7.67
2024-02-16,61.33,5735,68,6,10.22
2024-02-17,51.17,7501,27,2,25.58
2024-02-18,38.11,4834,14,1,38.11
2024-02-19,60.27,5467,42,3,20.09
2024-02-20,65.09,8676,97,8,8.14
2024-02-21,58.43,6276,93,7,8.35
2024-02-22,73.55,6841,151,12,6.13
2024-02-23,67.15,9272,95,10,6.71
2024-02-24,44.49,3843,50,5,8.9
2024-02-25,51.17,5442,28,3,17.06
2024-02-26,65.31,7705,60,7,9.33
2024-02-27,61.27,8066,153,11,5.57
2024-02-28,73.11,7056,55,4,18.28
2024-02-29,64.18,8487,119,8,8.02
2024-03-01,47.41,6393,88,7,6.77
2024-03-02,38.45,4196,24,3,12.82
2024-03-03,41.47,4654,21,2,20.74
2024-03-04,67.39,9122,81,6,11.23
2024-03-05,70.48,7250,85,7,10.07
2024-03-06,69.62,9439,72,6,11.6
2024-03-07,67.72,6929,59,7,9.67
2024-03-08,51.97,7552,8,1,51.97
2024-03-09,37.93,5426,49,5,7.59
2024-03-10,41.75,3948,73,5,8.35
2024-03-11,71.23,7430,65,8,8.9
2024-03-12,80.65,8890,80,9,8.96
2024-03-13,74.43,7733,120,11,6.77
2024-03-14,66.92,5426,72,5,13.38
2024-03-15,77.68,9874,80,9,8.63
2024-03-16,50.72,6709,105,10,5.07
2024-03-17,43.89,5022,53,6,7.31
2024-03-18,77.84,6311,131,9,8.65
2024-03-19,66.63,8254,205,16,4.16
2024-03-20,76.95,7830,198,14,5.5
2024-03-21,62.1,8272,41,3,20.7
2024-03-22,86.02,8704,122,12,7.17
2024-03-23,53.31,5130,116,8,6.66
2024-03-24,42.25,4082,17,2,21.13
2024-03-25,39.95,4384,96,9,4.44
2024-03-26,63.39,8019,65,5,12.68
2024-03-27,45.91,6103,134,10,4.59
2024-03-28,78.62,10989,108,10,7.86
2024-03-29,52.31,6148,72,5,10.46
2024-03-30,37.17,4396,59,4,9.29
2024-03-31,54.25,7744,56,4,13.56
2024-04-01,59.21,7023,35,4,14.8
2024-04-02,110.18,9573,115,12,9.18
2024-04-03,59.98,7743,104,10,6.0
2024-04-04,43.0,3589,42,3,14.33
2024-04-05,77.34,8130,161,13,5.95
2024-04-06,35.92,3127,37,4,8.98
2024-04-07,58.15,6691,66,5,11.63
2024-04-08,49.02,7243,18,2,24.51
2024-04-09,76.22,6508,166,12,6.35
2024-04-10,56.96,7491,92,11,5.18
2024-04-11,68.34,5635,119,12,5.69
2024-04-12,61.32,7433,86,8,7.67
2024-04-13,48.99,4602,85,6,8.16
2024-04-14,63.34,7564,64,8,7.92
2024-04-15,71.29,6403,52,4,17.82
2024-04-16,48.1,6227,13,1,48.1
2024-04-17,55.09,6771,38,3,18.36
2024-04-18,69.59,5637,133,11,6.33
2024-04-19,113.17,15964,83,6,18.86
2024-04-20,43.2,6453,104,7,6.17
2024-04-21,47.99,5891,24,3,16.0
2024-04-22,63.97,5196,119,9,7.11
2024-04-23,72.29,6025,191,15,4.82
2024-04-24,66.34,6725,64,6,11.06
2024-04-25,72.44,8519,159,12,6.04
2024-04-26,52.38,5499,86,6,8.73
2024-04-27,44.04,5283,46,4,11.01
2024-04-28,47.8,6015,56,6,7.97
2024-04-29,56.31,7332,82,7,8.04
2024-04-30,70.4,10424,128,11,6.4
2024-05-01,53.42,5570,72,6,8.9
2024-05-02,54.34,5452,60,6,9.06
2024-05-03,47.85,4509,47,5,9.57
2024-05-04,37.35,3246,47,5,7.47
2024-05-05,38.17,3210,48,6,6.36
2024-05-06,50.47,6735,115,8,6.31
2024-05-07,45.66,5664,58,5,9.13
2024-05-08,32.63,4803,22,2,16.32
2024-05-09,55.47,4714,72,5,11.09
2024-05-10,63.11,8751,93,10,6.31
2024-05-11,41.26,5918,48,6,6.88
2024-05-12,165.92,14050,105,11,15.08
2024-05-13,257.12,23418,391,29,8.87
2024-05-14,133.46,16335,137,16,8.34
2024-05-15,151.01,17375,176,18,8.39
2024-05-16,227.62,28999,281,19,11.98
2024-05-17,255.32,22778,338,24,10.64
2024-05-18,109.07,9108,161,12,9.09
2024-05-19,27.93,2720,35,4,6.98
2024-05-20,47.61,5269,32,3,15.87
2024-05-21,53.31,5838,52,6,8.88
2024-05-22,68.55,7110,108,10,6.85
2024-05-23,44.39,4845,100,9,4.93
2024-05-24,45.68,4773,27,2,22.84
2024-05-25,34.18,4259,40,5,6.84
2024-05-26,45.87,4325,46,5,9.17
2024-05-27,50.33,6554,83,6,8.39
2024-05-28,53.15,7486,127,10,5.32
2024-05-29,46.45,6559,75,8,5.81
2024-05-30,73.54,9309,165,12,6.13
2024-05-31,59.44,7343,105,11,5.4
2024-06-01,25.19,2022,10,1,25.19
2024-06-02,176.54,18997,116,13,13.58
2024-06-03,234.3,24877,236,23,10.19
2024-06-04,305.86,27852,204,23,13.3
2024-06-05,326.0,39030,259,28,11.64
2024-06-06,367.32,39405,364,29,12.67
2024-06-07,432.24,47598,439,37,11.68
2024-06-08,220.71,28602,168,12,18.39
2024-06-09,30.98,4556,34,3,10.33
2024-06-10,47.5,6559,31,3,15.83
2024-06-11,47.85,7127,24,3,15.95
2024-06-12,47.04,5908,76,8,5.88
2024-06-13,57.94,6653,29,3,19.31
2024-06-14,63.22,5686,160,11,5.75
2024-06-15,46.24,4003,64,5,9.25
2024-06-16,25.87,3599,66,5,5.17
2024-06-17,50.2,5482,30,3,16.73
2024-06-18,49.99,6444,43,3,16.66
2024-06-19,52.15,7039,88,8,6.52
2024-06-20,43.61,6217,37,4,10.9
2024-06-21,39.15,3931,112,12,3.26
2024-06-22,34.89,4713,56,5,6.98
2024-06-23,24.83,2139,46,4,6.21
2024-06-24,34.39,2755,59,4,8.6
2024-06-25,31.57,3481,44,3,10.52
2024-06-26,38.85,5725,49,4,9.71
2024-06-27,45.19,5625,65,8,5.65
2024-06-28,35.3,3992,59,4,8.82
2024-06-29,36.32,3462,29,2,18.16
2024-06-30,22.04,3000,59,4,5.51
2024-07-01,36.23,3484,88,6,6.04
2024-07-02,35.65,5021,80,8,4.46
2024-07-03,46.9,6641,49,4,11.72
2024-07-04,31.5,3159,56,4,7.87
2024-07-05,29.49,4043,10,1,29.49
2024-07-06,26.6,3530,39,4,6.65
2024-07-07,28.02,3402,0,0,0.0
2024-07-08,35.73,4638,77,8,4.47
2024-07-09,44.89,4176,16,2,22.44
2024-07-10,39.95,3585,137,10,3.99
2024-07-11,43.73,4040,35,3,14.58
2024-07-12,30.83,3454,11,1,30.83
2024-07-13,31.07,3206,10,1,31.07
2024-07-14,21.04,2586,42,3,7.01
2024-07-15,36.14,4452,47,5,7.23
2024-07-16,38.11,3480,78,8,4.76
2024-07-17,36.28,5209,65,6,6.05
2024-07-18,55.72,5760,148,11,5.07
2024-07-19,39.44,4545,32,3,13.15
2024-07-20,26.6,3300,12,1,26.6
2024-07-21,6.98,674,36,3,2.33
2024-07-22,11.55,1506,0,0,0.0
2024-07-23,10.84,1501,16,2,5.42
2024-07-24,14.36,1888,13,1,14.36
2024-07-25,12.58,1009,0,0,0.0
2024-07-26,12.9,1475,27,3,4.3
2024-07-27,8.21,924,0,0,0.0
2024-07-28,158.06,15283,49,6,26.34
2024-07-29,162.39,19509,163,18,9.02
2024-07-30,194.57,19717,125,12,16.21
2024-07-31,142.96,20934,160,15,9.53
2024-08-01,277.64,29618,246,24,11.57
2024-08-02,327.77,29958,137,13,25.21
2024-08-03,169.64,21227,196,18,9.42
2024-08-04,177.16,23924,242,18,9.84
2024-08-05,234.26,23629,303,25,9.37
2024-08-06,265.0,24644,404,27,9.81
2024-08-07,207.12,26645,155,11,18.83
2024-08-08,307.36,37103,175,12,25.61
2024-08-09,227.92,33776,216,17,13.41
2024-08-10,243.93,36135,217,21,11.62
2024-08-11,47.46,6294,43,5,9.49
2024-08-12,67.63,9548,120,10,6.76
2024-08-13,67.7,6521,58,5,13.54
2024-08-14,69.79,5823,123,9,7.75
2024-08-15,67.56,7022,142,10,6.76
2024-08-16,71.75,10476,105,9,7.97
2024-08-17,58.8,5006,37,4,14.7
2024-08-18,10.56,1002,14,1,10.56
2024-08-19,18.79,2633,10,1,18.79
2024-08-20,19.11,1693,12,1,19.11
2024-08-21,26.32,2228,51,4,6.58
2024-08-22,12.31,1045,16,2,6.16
2024-08-23,18.34,2102,0,0,0.0
2024-08-24,19.52,2517,17,2,9.76
2024-08-25,9.7,1379,0,0,0.0
2024-08-26,19.55,2770,0,0,0.0
2024-08-27,17.11,2132,31,3,5.7
2024-08-28,14.59,1221,14,1,14.59
2024-08-29,19.64,2318,14,1,19.64
2024-08-30,16.18,1685,35,3,5.39
2024-08-31,7.88,813,11,1,7.88
2024-09-01,31.75,2729,41,4,7.94
2024-09-02,58.08,7544,105,9,6.45
2024-09-03,52.62,4312,29,3,17.54
2024-09-04,42.26,4089,34,4,10.57
2024-09-05,49.27,6654,72,7,7.04
2024-09-06,49.29,4270,47,5,9.86
2024-09-07,30.81,4233,64,5,6.16
2024-09-08,48.02,4311,74,9,5.34
2024-09-09,45.53,4654,72,6,7.59
2024-09-10,45.79,5658,53,5,9.16
2024-09-11,43.5,5594,25,3,14.5
2024-09-12,56.72,5801,77,6,9.45
2024-09-13,51.75,6689,120,11,4.7
2024-09-14,51.76,5338,89,9,5.75
2024-09-15,129.24,11316,181,13,9.94
2024-09-16,225.14,27604,225,19,11.85
2024-09-17,190.89,21539,110,10,19.09
2024-09-18,202.11,19005,260,24,8.42
2024-09-19,159.19,22304,168,20,7.96
2024-09-20,203.99,26552,237,16,12.75
2024-09-21,152.19,12333,112,13,11.71
2024-09-22,15.37,1961,0,0,0.0
2024-09-23,10.88,942,0,0,0.0
2024-09-24,20.22,2987,0,0,0.0
2024-09-25,23.16,3238,87,7,3.31
