lead_id,date,state
SEARCH_000109,2023-01-15,MA
SEARCH_000110,2023-01-15,FL
SEARCH_000111,2023-01-15,VA
SEARCH_000112,2023-01-15,VA
SEARCH_000113,2023-01-15,TX
SEARCH_000114,2023-01-15,WA
SEARCH_000115,2023-01-16,NY
SEARCH_000116,2023-01-16,MN
SEARCH_000117,2023-01-16,GA
SEARCH_000118,2023-01-16,MI
SEARCH_000119,2023-01-16,LA
SEARCH_000120,2023-01-16,CA
SEARCH_000121,2023-01-16,TN
SEARCH_000122,2023-01-17,GA
SEARCH_000123,2023-01-17,MN
SEARCH_000124,2023-01-17,FL
SEARCH_000125,2023-01-17,SC
SEARCH_000126,2023-01-17,CO
SEARCH_000127,2023-01-18,CA
SEARCH_000128,2023-01-18,GA
SEARCH_000129,2023-01-18,FL
SEARCH_000130,2023-01-18,IL
SEARCH_000131,2023-01-18,OH
SEARCH_000132,2023-01-18,OR
SEARCH_000133,2023-01-18,KS
SEARCH_000134,2023-01-18,NY
SEARCH_000135,2023-01-18,OK
SEARCH_000136,2023-01-19,CA
SEARCH_000137,2023-01-19,NY
SEARCH_000138,2023-01-19,OH
SEARCH_000139,2023-01-19,IL
SEARCH_000140,2023-01-19,MD
SEARCH_000141,2023-01-19,CO
SEARCH_000142,2023-01-19,WI
SEARCH_000143,2023-01-19,TX
SEARCH_000144,2023-01-19,TN
SEARCH_000145,2023-01-19,OH
SEARCH_000146,2023-01-19,NJ
SEARCH_000147,2023-01-20,TX
SEARCH_000148,2023-01-20,VA
SEARCH_000149,2023-01-20,KY
SEARCH_000150,2023-01-20,MI
SEARCH_000151,2023-01-20,IL
SEARCH_000152,2023-01-20,PA
SEARCH_000153,2023-01-20,CA
SEARCH_000154,2023-01-21,OH
SEARCH_000155,2023-01-21,CA
SEARCH_000156,2023-01-21,CA
SEARCH_000157,2023-01-21,FL
SEARCH_000158,2023-01-21,WA
SEARCH_000159,2023-01-21,FL
SEARCH_000160,2023-01-22,KY
SEARCH_000161,2023-01-22,NC
SEARCH_000162,2023-01-22,WA
SEARCH_000163,2023-01-22,NM
SEARCH_000164,2023-01-22,GA
SEARCH_000165,2023-01-23,NC
SEARCH_000166,2023-01-23,FL
SEARCH_000167,2023-01-23,WI
SEARCH_000168,2023-01-23,PA
SEARCH_000169,2023-01-23,AZ
SEARCH_000170,2023-01-23,NC
SEARCH_000171,2023-01-23,CA
SEARCH_000172,2023-01-23,TX
SEARCH_000173,2023-01-23,CA
SEARCH_000174,2023-01-23,MI
SEARCH_000175,2023-01-23,VA
SEARCH_000176,2023-01-23,FL
SEARCH_000177,2023-01-23,PA
SEARCH_000178,2023-01-24,OK
SEARCH_000179,2023-01-24,GA
SEARCH_000180,2023-01-24,VA
SEARCH_000181,2023-01-24,GA
SEARCH_000182,2023-01-24,TX
SEARCH_000183,2023-01-24,NJ
SEARCH_000184,2023-01-24,PA
SEARCH_000185,2023-01-25,OH
SEARCH_000186,2023-01-25,TN
SEARCH_000187,2023-01-25,TX
SEARCH_000188,2023-01-25,LA
SEARCH_000189,2023-01-25,MA
SEARCH_000190,2023-01-25,IL
SEARCH_000191,2023-01-25,MN
SEARCH_000192,2023-01-26,TX
SEARCH_000193,2023-01-26,NY
SEARCH_000194,2023-01-26,FL
SEARCH_000195,2023-01-26,MD
SEARCH_000196,2023-01-26,GA
SEARCH_000197,2023-01-26,TX
SEARCH_000198,2023-01-26,CA
SEARCH_000199,2023-01-26,LA
SEARCH_000200,2023-01-26,ID
SEARCH_000201,2023-01-26,WA
SEARCH_000202,2023-01-26,FL
SEARCH_000203,2023-01-26,NJ
SEARCH_000204,2023-01-27,CO
SEARCH_000205,2023-01-27,AZ
SEARCH_000206,2023-01-27,NE
SEARCH_000207,2023-01-27,MO
SEARCH_000208,2023-01-27,PA
SEARCH_000209,2023-01-27,MA
SEARCH_000210,2023-01-27,CO
SEARCH_000211,2023-01-27,TX
SEARCH_000212,2023-01-27,CT
SEARCH_000213,2023-01-27,MI
SEARCH_000214,2023-01-27,CT
SEARCH_000215,2023-01-27,NY
SEARCH_000216,2023-01-27,MA
SEARCH_000217,2023-01-28,NC
SEARCH_000218,2023-01-28,IN
SEARCH_000219,2023-01-28,CA
SEARCH_000220,2023-01-28,KY
SEARCH_000221,2023-01-28,FL
SEARCH_000222,2023-01-28,WI
SEARCH_000223,2023-01-28,FL
SEARCH_000224,2023-01-28,VA
SEARCH_000225,2023-01-28,MD
SEARCH_000226,2023-01-28,NJ
SEARCH_000227,2023-01-28,CA
SEARCH_000228,2023-01-28,WI
SEARCH_000229,2023-01-28,TX
SEARCH_000230,2023-01-29,IL
SEARCH_000231,2023-01-29,TX
SEARCH_000232,2023-01-29,PA
SEARCH_000233,2023-01-29,FL
SEARCH_000234,2023-01-29,FL
SEARCH_000235,2023-01-29,CA
SEARCH_000236,2023-01-29,WA
SEARCH_000237,2023-01-30,MI
SEARCH_000238,2023-01-30,CA
SEARCH_000239,2023-01-30,NY
SEARCH_000240,2023-01-30,CT
SEARCH_000241,2023-01-30,AZ
SEARCH_000242,2023-01-30,HI
SEARCH_000243,2023-01-30,NY
SEARCH_000244,2023-01-31,AZ
SEARCH_000245,2023-01-31,NC
SEARCH_000246,2023-01-31,CA
SEARCH_000247,2023-01-31,LA
SEARCH_000248,2023-01-31,NJ
SEARCH_000249,2023-01-31,TN
SEARCH_000250,2023-01-31,AL
SEARCH_000251,2023-01-31,TX
SEARCH_000252,2023-02-01,PA
SEARCH_000253,2023-02-01,NY
SEARCH_000254,2023-02-01,GA
SEARCH_000255,2023-02-01,FL
SEARCH_000256,2023-02-01,PA
SEARCH_000257,2023-02-02,NM
SEARCH_000258,2023-02-02,MA
SEARCH_000259,2023-02-02,CA
SEARCH_000260,2023-02-02,NC
SEARCH_000261,2023-02-02,LA
SEARCH_000262,2023-02-02,NJ
SEARCH_000263,2023-02-03,AL
SEARCH_000264,2023-02-03,NY
SEARCH_000265,2023-02-03,FL
SEARCH_000266,2023-02-03,CA
SEARCH_000267,2023-02-04,TN
SEARCH_000268,2023-02-04,FL
SEARCH_000269,2023-02-04,GA
SEARCH_000270,2023-02-04,WI
SEARCH_000271,2023-02-04,NC
SEARCH_000272,2023-02-04,MA
SEARCH_000273,2023-02-04,MD
SEARCH_000274,2023-02-05,NY
SEARCH_000275,2023-02-05,MO
SEARCH_000276,2023-02-05,NC
SEARCH_000277,2023-02-05,SC
SEARCH_000278,2023-02-05,NC
SEARCH_000279,2023-02-05,NY
SEARCH_000280,2023-02-05,TX
SEARCH_000281,2023-02-05,MO
SEARCH_000282,2023-02-06,CA
SEARCH_000283,2023-02-06,MA
SEARCH_000284,2023-02-06,TX
SEARCH_000285,2023-02-06,IN
SEARCH_000286,2023-02-06,NJ
SEARCH_000287,2023-02-06,MN
SEARCH_000288,2023-02-06,SC
SEARCH_000289,2023-02-06,UT
SEARCH_000290,2023-02-07,MI
SEARCH_000291,2023-02-07,CA
SEARCH_000292,2023-02-07,NV
SEARCH_000293,2023-02-07,CA
SEARCH_000294,2023-02-07,TN
SEARCH_000295,2023-02-07,IL
SEARCH_000296,2023-02-07,IN
SEARCH_000297,2023-02-07,GA
SEARCH_000298,2023-02-07,IL
SEARCH_000299,2023-02-07,OK
SEARCH_000300,2023-02-07,FL
SEARCH_000301,2023-02-07,GA
SEARCH_000302,2023-02-07,NV
SEARCH_000303,2023-02-07,OH
SEARCH_000304,2023-02-08,FL
SEARCH_000305,2023-02-08,TX
SEARCH_000306,2023-02-08,KY
SEARCH_000307,2023-02-08,NJ
SEARCH_000308,2023-02-08,MN
SEARCH_000309,2023-02-08,CA
SEARCH_000310,2023-02-08,MA
SEARCH_000311,2023-02-08,NC
SEARCH_000312,2023-02-08,NY
SEARCH_000313,2023-02-08,FL
SEARCH_000314,2023-02-08,PA
SEARCH_000315,2023-02-09,TX
SEARCH_000316,2023-02-09,SD
SEARCH_000317,2023-02-09,FL
SEARCH_000318,2023-02-09,FL
SEARCH_000319,2023-02-09,MO
SEARCH_000320,2023-02-09,NM
SEARCH_000321,2023-02-09,NY
SEARCH_000322,2023-02-09,CT
SEARCH_000323,2023-02-10,IL
SEARCH_000324,2023-02-10,TX
SEARCH_000325,2023-02-10,GA
SEARCH_000326,2023-02-10,NC
SEARCH_000327,2023-02-10,OH
SEARCH_000328,2023-02-10,OR
SEARCH_000329,2023-02-10,MI
SEARCH_000330,2023-02-10,GA
SEARCH_000331,2023-02-11,CA
SEARCH_000332,2023-02-11,CA
SEARCH_000333,2023-02-11,FL
SEARCH_000334,2023-02-11,CA
SEARCH_000335,2023-02-11,CO
SEARCH_000336,2023-02-11,NC
SEARCH_000337,2023-02-11,TX
SEARCH_000338,2023-02-12,PA
SEARCH_000339,2023-02-12,CA
SEARCH_000340,2023-02-12,AL
SEARCH_000341,2023-02-12,NY
SEARCH_000342,2023-02-13,KY
SEARCH_000343,2023-02-13,MS
SEARCH_000344,2023-02-13,PA
SEARCH_000345,2023-02-13,CA
SEARCH_000346,2023-02-13,OH
SEARCH_000347,2023-02-13,AZ
SEARCH_000348,2023-02-13,AZ
SEARCH_000349,2023-02-14,VA
SEARCH_000350,2023-02-14,PA
SEARCH_000351,2023-02-14,IN
SEARCH_000352,2023-02-14,IL
SEARCH_000353,2023-02-14,NY
SEARCH_000354,2023-02-14,MA
SEARCH_000355,2023-02-14,CA
SEARCH_000356,2023-02-14,AL
SEARCH_000357,2023-02-14,CA
SEARCH_000358,2023-02-15,SC
SEARCH_000359,2023-02-15,TX
SEARCH_000360,2023-02-15,CA
SEARCH_000361,2023-02-15,NJ
SEARCH_000362,2023-02-15,OH
SEARCH_000363,2023-02-15,TX
SEARCH_000364,2023-02-15,NY
SEARCH_000365,2023-02-15,SD
SEARCH_000366,2023-02-15,TX
SEARCH_000367,2023-02-15,OH
SEARCH_000368,2023-02-15,FL
SEARCH_000369,2023-02-15,MI
SEARCH_000370,2023-02-15,NC
SEARCH_000371,2023-02-16,ID
SEARCH_000372,2023-02-16,NY
SEARCH_000373,2023-02-16,NC
SEARCH_000374,2023-02-16,NJ
SEARCH_000375,2023-02-16,NJ
SEARCH_000376,2023-02-16,WA
SEARCH_000377,2023-02-16,MD
SEARCH_000378,2023-02-17,PA
SEARCH_000379,2023-02-17,PA
SEARCH_000380,2023-02-17,WA
SEARCH_000381,2023-02-18,TX
SEARCH_000382,2023-02-18,CA
SEARCH_000383,2023-02-18,CT
SEARCH_000384,2023-02-19,CA
SEARCH_000385,2023-02-19,AL
SEARCH_000386,2023-02-19,MN
SEARCH_000387,2023-02-19,MA
SEARCH_000388,2023-02-20,PA
SEARCH_000389,2023-02-20,PA
SEARCH_000390,2023-02-20,IA
SEARCH_000391,2023-02-20,IN
SEARCH_000392,2023-02-20,OH
SEARCH_000393,2023-02-20,TX
SEARCH_000394,2023-02-21,TX
SEARCH_000395,2023-02-21,VA
SEARCH_000396,2023-02-21,IN
SEARCH_000397,2023-02-21,NY
SEARCH_000398,2023-02-21,AL
SEARCH_000399,2023-02-21,ND
SEARCH_000400,2023-02-22,AZ
SEARCH_000401,2023-02-22,IL
SEARCH_000402,2023-02-22,FL
SEARCH_000403,2023-02-22,IA
SEARCH_000404,2023-02-22,KS
SEARCH_000405,2023-02-22,AZ
SEARCH_000406,2023-02-22,OH
SEARCH_000407,2023-02-23,NY
SEARCH_000408,2023-02-23,CA
SEARCH_000409,2023-02-23,NY
SEARCH_000410,2023-02-23,NC
SEARCH_000411,2023-02-23,OH
SEARCH_000412,2023-02-23,NY
SEARCH_000413,2023-02-23,AR
SEARCH_000414,2023-02-23,TX
SEARCH_000415,2023-02-23,VA
SEARCH_000416,2023-02-23,CA
SEARCH_000417,2023-02-23,IL
SEARCH_000418,2023-02-23,CA
SEARCH_000419,2023-02-23,CA
SEARCH_000420,2023-02-23,GA
SEARCH_000421,2023-02-24,GA
SEARCH_000422,2023-02-24,ID
SEARCH_000423,2023-02-24,MN
SEARCH_000424,2023-02-24,SC
SEARCH_000425,2023-02-24,OH
SEARCH_000426,2023-02-24,VT
SEARCH_000427,2023-02-24,KY
SEARCH_000428,2023-02-24,NC
SEARCH_000429,2023-02-25,MN
SEARCH_000430,2023-02-25,MS
SEARCH_000431,2023-02-26,NC
SEARCH_000432,2023-02-26,CO
SEARCH_000433,2023-02-26,WA
SEARCH_000434,2023-02-26,TX
SEARCH_000435,2023-02-26,TN
SEARCH_000436,2023-02-26,PA
SEARCH_000437,2023-02-26,VA
SEARCH_000438,2023-02-26,MI
SEARCH_000439,2023-02-27,FL
SEARCH_000440,2023-02-27,IL
SEARCH_000441,2023-02-27,PA
SEARCH_000442,2023-02-27,NC
SEARCH_000443,2023-02-27,PA
SEARCH_000444,2023-02-27,OK
SEARCH_000445,2023-02-27,CO
SEARCH_000446,2023-02-27,FL
SEARCH_000447,2023-02-28,MA
SEARCH_000448,2023-02-28,IL
SEARCH_000449,2023-02-28,TN
SEARCH_000450,2023-02-28,VT
SEARCH_000451,2023-02-28,TX
SEARCH_000452,2023-02-28,NH
SEARCH_000453,2023-02-28,MI
SEARCH_000454,2023-02-28,CA
SEARCH_000455,2023-02-28,TN
SEARCH_000456,2023-03-01,NV
SEARCH_000457,2023-03-01,CA
SEARCH_000458,2023-03-01,NY
SEARCH_000459,2023-03-01,LA
SEARCH_000460,2023-03-01,TX
SEARCH_000461,2023-03-02,AL
SEARCH_000462,2023-03-02,PA
SEARCH_000463,2023-03-02,GA
SEARCH_000464,2023-03-02,MA
SEARCH_000465,2023-03-02,IN
SEARCH_000466,2023-03-02,AZ
SEARCH_000467,2023-03-02,FL
SEARCH_000468,2023-03-02,TN
SEARCH_000469,2023-03-02,NY
SEARCH_000470,2023-03-03,CO
SEARCH_000471,2023-03-03,NY
SEARCH_000472,2023-03-03,TX
SEARCH_000473,2023-03-03,OK
SEARCH_000474,2023-03-03,FL
SEARCH_000475,2023-03-03,NC
SEARCH_000476,2023-03-03,NY
SEARCH_000477,2023-03-04,MI
SEARCH_000478,2023-03-04,WI
SEARCH_000479,2023-03-04,WA
SEARCH_000480,2023-03-04,NC
SEARCH_000481,2023-03-04,AZ
SEARCH_000482,2023-03-04,CA
SEARCH_000483,2023-03-04,NC
SEARCH_000484,2023-03-04,MI
SEARCH_000485,2023-03-04,KY
SEARCH_000486,2023-03-05,FL
SEARCH_000487,2023-03-05,OR
SEARCH_000488,2023-03-05,GA
SEARCH_000489,2023-03-05,OH
SEARCH_000490,2023-03-05,CA
SEARCH_000491,2023-03-06,CA
SEARCH_000492,2023-03-06,PA
SEARCH_000493,2023-03-06,GA
SEARCH_000494,2023-03-06,UT
SEARCH_000495,2023-03-06,NC
SEARCH_000496,2023-03-06,KY
SEARCH_000497,2023-03-06,NY
SEARCH_000498,2023-03-07,AL
SEARCH_000499,2023-03-07,TX
SEARCH_000500,2023-03-07,VA
SEARCH_000501,2023-03-08,TX
SEARCH_000502,2023-03-08,NY
SEARCH_000503,2023-03-08,TX
SEARCH_000504,2023-03-08,TX
SEARCH_000505,2023-03-08,MN
SEARCH_000506,2023-03-08,MD
SEARCH_000507,2023-03-08,OH
SEARCH_000508,2023-03-08,MS
SEARCH_000509,2023-03-08,TX
SEARCH_000510,2023-03-08,TN
SEARCH_000511,2023-03-08,MD
SEARCH_000512,2023-03-08,TX
SEARCH_000513,2023-03-08,WA
SEARCH_000514,2023-03-08,GA
SEARCH_000515,2023-03-09,TX
SEARCH_000516,2023-03-09,OR
SEARCH_000517,2023-03-09,IL
SEARCH_000518,2023-03-09,IN
SEARCH_000519,2023-03-09,LA
SEARCH_000520,2023-03-09,TN
SEARCH_000521,2023-03-09,VA
SEARCH_000522,2023-03-09,NC
SEARCH_000523,2023-03-09,TX
SEARCH_000524,2023-03-09,PA
SEARCH_000525,2023-03-09,NJ
SEARCH_000526,2023-03-09,TX
SEARCH_000527,2023-03-10,AZ
SEARCH_000528,2023-03-10,SD
SEARCH_000529,2023-03-10,AL
SEARCH_000530,2023-03-10,IL
SEARCH_000531,2023-03-10,MS
SEARCH_000532,2023-03-10,VA
SEARCH_000533,2023-03-10,IL
SEARCH_000534,2023-03-10,MI
SEARCH_000535,2023-03-10,TX
SEARCH_000536,2023-03-10,VT
SEARCH_000537,2023-03-10,FL
SEARCH_000538,2023-03-10,WA
SEARCH_000539,2023-03-10,FL
SEARCH_000540,2023-03-11,SD
SEARCH_000541,2023-03-11,PA
SEARCH_000542,2023-03-11,CA
SEARCH_000543,2023-03-11,TX
SEARCH_000544,2023-03-11,OH
SEARCH_000545,2023-03-11,WI
SEARCH_000546,2023-03-11,VA
SEARCH_000547,2023-03-11,IN
SEARCH_000548,2023-03-11,PA
SEARCH_000549,2023-03-12,AZ
SEARCH_000550,2023-03-12,FL
SEARCH_000551,2023-03-12,NJ
SEARCH_000552,2023-03-12,IN
SEARCH_000553,2023-03-12,HI
SEARCH_000554,2023-03-12,NJ
SEARCH_000555,2023-03-12,TX
SEARCH_000556,2023-03-12,CA
SEARCH_000557,2023-03-12,RI
SEARCH_000558,2023-03-13,NC
SEARCH_000559,2023-03-13,CA
SEARCH_000560,2023-03-13,CA
SEARCH_000561,2023-03-13,TX
SEARCH_000562,2023-03-13,GA
SEARCH_000563,2023-03-13,LA
SEARCH_000564,2023-03-14,CO
SEARCH_000565,2023-03-14,TX
SEARCH_000566,2023-03-14,MD
SEARCH_000567,2023-03-14,NV
SEARCH_000568,2023-03-15,KY
SEARCH_000569,2023-03-15,PA
SEARCH_000570,2023-03-15,CA
SEARCH_000571,2023-03-15,TX
SEARCH_000572,2023-03-15,WI
SEARCH_000573,2023-03-15,CA
SEARCH_000574,2023-03-15,FL
SEARCH_000575,2023-03-15,IA
SEARCH_000576,2023-03-15,NE
SEARCH_000577,2023-03-15,TX
SEARCH_000578,2023-03-16,NY
SEARCH_000579,2023-03-16,CA
SEARCH_000580,2023-03-16,FL
SEARCH_000581,2023-03-16,SC
SEARCH_000582,2023-03-16,DE
SEARCH_000583,2023-03-16,CA
SEARCH_000584,2023-03-17,FL
SEARCH_000585,2023-03-17,LA
SEARCH_000586,2023-03-17,NY
SEARCH_000587,2023-03-17,OR
SEARCH_000588,2023-03-17,CO
SEARCH_000589,2023-03-17,SC
SEARCH_000590,2023-03-18,SC
SEARCH_000591,2023-03-18,NC
SEARCH_000592,2023-03-18,DC
SEARCH_000593,2023-03-18,CA
SEARCH_000594,2023-03-18,CA
SEARCH_000595,2023-03-18,NY
SEARCH_000596,2023-03-19,FL
SEARCH_000597,2023-03-19,KS
SEARCH_000598,2023-03-19,FL
SEARCH_000599,2023-03-19,CA
SEARCH_000600,2023-03-19,MT
SEARCH_000601,2023-03-19,AR
SEARCH_000602,2023-03-20,ME
SEARCH_000603,2023-03-20,CA
SEARCH_000604,2023-03-20,NY
SEARCH_000605,2023-03-20,OH
SEARCH_000606,2023-03-20,PA
SEARCH_000607,2023-03-20,PA
SEARCH_000608,2023-03-20,IL
SEARCH_000609,2023-03-20,VA
SEARCH_000610,2023-03-20,TX
SEARCH_000611,2023-03-20,RI
SEARCH_000612,2023-03-20,MI
SEARCH_000613,2023-03-21,IL
SEARCH_000614,2023-03-21,MD
SEARCH_000615,2023-03-21,PA
SEARCH_000616,2023-03-21,RI
SEARCH_000617,2023-03-21,NJ
SEARCH_000618,2023-03-21,MD
SEARCH_000619,2023-03-21,CA
SEARCH_000620,2023-03-21,NJ
SEARCH_000621,2023-03-21,NC
SEARCH_000622,2023-03-21,IL
SEARCH_000623,2023-03-21,NY
SEARCH_000624,2023-03-21,SD
SEARCH_000625,2023-03-21,WI
SEARCH_000626,2023-03-21,GA
SEARCH_000627,2023-03-22,WA
SEARCH_000628,2023-03-22,TX
SEARCH_000629,2023-03-22,VA
SEARCH_000630,2023-03-22,MA
SEARCH_000631,2023-03-23,TX
SEARCH_000632,2023-03-23,CA
SEARCH_000633,2023-03-23,VA
SEARCH_000634,2023-03-23,PA
SEARCH_000635,2023-03-23,GA
SEARCH_000636,2023-03-23,FL
SEARCH_000637,2023-03-23,NY
SEARCH_000638,2023-03-23,CA
SEARCH_000639,2023-03-23,TX
SEARCH_000640,2023-03-23,CA
SEARCH_000641,2023-03-24,TX
SEARCH_000642,2023-03-24,NY
SEARCH_000643,2023-03-24,OR
SEARCH_000644,2023-03-25,CA
SEARCH_000645,2023-03-25,NY
SEARCH_000646,2023-03-25,SD
SEARCH_000647,2023-03-25,CA
SEARCH_000648,2023-03-25,MA
SEARCH_000649,2023-03-25,GA
SEARCH_000650,2023-03-25,CT
SEARCH_000651,2023-03-25,CA
SEARCH_000652,2023-03-26,NJ
SEARCH_000653,2023-03-26,TX
SEARCH_000654,2023-03-26,MA
SEARCH_000655,2023-03-26,NC
SEARCH_000656,2023-03-26,NY
SEARCH_000657,2023-03-26,CA
SEARCH_000658,2023-03-26,VA
SEARCH_000659,2023-03-26,PA
SEARCH_000660,2023-03-26,AL
SEARCH_000661,2023-03-27,CT
SEARCH_000662,2023-03-27,ME
SEARCH_000663,2023-03-27,MN
SEARCH_000664,2023-03-27,NJ
SEARCH_000665,2023-03-27,FL
SEARCH_000666,2023-03-27,CA
SEARCH_000667,2023-03-27,TX
SEARCH_000668,2023-03-27,NV
SEARCH_000669,2023-03-28,NY
SEARCH_000670,2023-03-28,MI
SEARCH_000671,2023-03-28,FL
SEARCH_000672,2023-03-28,NC
SEARCH_000673,2023-03-28,VA
SEARCH_000674,2023-03-28,GA
SEARCH_000675,2023-03-28,NC
SEARCH_000676,2023-03-28,TN
SEARCH_000677,2023-03-28,NC
SEARCH_000678,2023-03-28,IN
SEARCH_000679,2023-03-29,CO
SEARCH_000680,2023-03-29,MI
SEARCH_000681,2023-03-29,AZ
SEARCH_000682,2023-03-29,MN
SEARCH_000683,2023-03-29,CA
SEARCH_000684,2023-03-29,TN
SEARCH_000685,2023-03-29,LA
SEARCH_000686,2023-03-29,TX
SEARCH_000687,2023-03-30,ND
SEARCH_000688,2023-03-30,TX
SEARCH_000689,2023-03-30,MS
SEARCH_000690,2023-03-30,UT
SEARCH_000691,2023-03-30,TX
SEARCH_000692,2023-03-30,NM
SEARCH_000693,2023-03-30,OK
SEARCH_000694,2023-03-30,CA
SEARCH_000695,2023-03-30,NJ
SEARCH_000696,2023-03-30,MN
SEARCH_000697,2023-03-30,NC
SEARCH_000698,2023-03-30,CA
SEARCH_000699,2023-03-31,GA
SEARCH_000700,2023-03-31,UT
SEARCH_000701,2023-03-31,VA
SEARCH_000702,2023-03-31,AR
SEARCH_000703,2023-03-31,CA
SEARCH_000704,2023-03-31,CA
SEARCH_000705,2023-03-31,CA
SEARCH_000706,2023-03-31,NY
SEARCH_000707,2023-03-31,NY
SEARCH_000708,2023-03-31,CA
SEARCH_000709,2023-03-31,TN
SEARCH_000710,2023-03-31,CO
SEARCH_000711,2023-03-31,MO
SEARCH_000712,2023-03-31,MO
SEARCH_000713,2023-04-01,ME
SEARCH_000714,2023-04-01,CA
SEARCH_000715,2023-04-01,MS
SEARCH_000716,2023-04-01,CA
SEARCH_000717,2023-04-01,CA
SEARCH_000718,2023-04-02,NY
SEARCH_000719,2023-04-02,SC
SEARCH_000720,2023-04-02,SC
SEARCH_000721,2023-04-02,FL
SEARCH_000722,2023-04-02,NY
SEARCH_000723,2023-04-03,AK
SEARCH_000724,2023-04-03,WA
SEARCH_000725,2023-04-03,GA
SEARCH_000726,2023-04-03,RI
SEARCH_000727,2023-04-04,OH
SEARCH_000728,2023-04-04,MI
SEARCH_000729,2023-04-04,CA
SEARCH_000730,2023-04-04,GA
SEARCH_000731,2023-04-04,GA
SEARCH_000732,2023-04-04,NC
SEARCH_000733,2023-04-04,TX
