date,spend,impressions,clicks,leads,cpl
2023-05-24,267.55,33941,27,2,133.78
2023-05-25,216.87,22710,82,7,30.98
2023-05-26,271.04,37715,73,5,54.21
2023-05-27,142.06,13515,72,5,28.41
2023-05-28,945.66,79792,187,21,45.03
2023-05-29,1821.77,185394,447,31,58.77
2023-05-30,1626.83,230969,326,22,73.95
2023-05-31,1556.03,231887,180,22,70.73
2023-06-01,498.64,69097,131,14,35.62
2023-06-02,814.44,75903,236,21,38.78
2023-06-03,483.2,50135,229,18,26.84
2023-06-04,70.82,6084,49,4,17.7
2023-06-05,131.96,14279,45,4,32.99
2023-06-06,137.56,16948,30,3,45.85
2023-06-07,84.37,12335,12,1,84.37
2023-06-08,73.75,6224,26,3,24.58
2023-06-09,89.34,11868,9,1,89.34
2023-06-10,82.56,8960,25,3,27.52
2023-06-11,79.85,8577,29,2,39.92
2023-06-12,101.29,13508,33,3,33.76
2023-06-13,104.1,10427,36,3,34.7
2023-06-14,72.71,8122,28,2,36.36
2023-06-15,102.82,9732,43,3,34.27
2023-06-16,113.29,14826,52,5,22.66
2023-06-17,91.79,12622,27,2,45.9
2023-06-18,88.15,10763,9,1,88.15
2023-06-19,103.9,13084,23,2,51.95
2023-06-20,102.5,14819,26,2,51.25
2023-06-21,90.55,12013,103,9,10.06
2023-06-22,143.19,17705,33,3,47.73
2023-06-23,111.08,9296,47,4,27.77
2023-06-24,77.04,11213,69,5,15.41
2023-06-25,84.35,8880,19,2,42.17
2023-06-26,119.76,14617,42,4,29.94
2023-06-27,134.75,17091,89,7,19.25
2023-06-28,73.67,10851,27,2,36.83
2023-06-29,92.51,12249,66,5,18.5
2023-06-30,121.86,10589,19,2,60.93
2023-07-01,223.4,30090,108,9,24.82
2023-07-02,157.27,16874,40,4,39.32
2023-07-03,229.82,33700,84,6,38.3
2023-07-04,222.33,29464,98,8,27.79
2023-07-05,227.85,24663,66,7,32.55
2023-07-06,236.93,28452,31,3,78.98
2023-07-07,185.85,21764,24,2,92.92
2023-07-08,126.19,13869,32,4,31.55
2023-07-09,163.39,13501,55,4,40.85
2023-07-10,220.8,30663,50,5,44.16
2023-07-11,178.06,16073,114,9,19.78
2023-07-12,194.18,27076,127,11,17.65
2023-07-13,188.61,17582,56,6,31.44
2023-07-14,208.0,26973,124,9,23.11
2023-07-15,116.66,16037,13,1,116.66
2023-07-16,148.66,15881,40,5,29.73
2023-07-17,161.66,20628,38,4,40.41
2023-07-18,189.51,19949,77,6,31.58
2023-07-19,201.67,28944,112,10,20.17
2023-07-20,179.14,22664,113,9,19.9
2023-07-21,183.97,22035,41,3,61.32
2023-07-22,195.79,27379,47,4,48.95
2023-07-23,155.01,12958,89,8,19.38
2023-07-24,203.08,28230,117,9,22.56
2023-07-25,302.13,34134,127,10,30.21
2023-07-26,241.16,19956,50,5,48.23
2023-07-27,263.7,38012,97,8,32.96
2023-07-28,280.18,29838,144,14,20.01
2023-07-29,221.91,27262,75,6,36.98
2023-07-30,135.21,19048,103,7,19.32
2023-07-31,285.08,26964,90,10,28.51
2023-08-01,175.4,16710,58,4,43.85
2023-08-02,236.55,20971,90,8,29.57
2023-08-03,127.53,14549,117,10,12.75
2023-08-04,199.68,20755,72,8,24.96
2023-08-05,138.76,18043,59,4,34.69
2023-08-06,141.35,12513,88,8,17.67
2023-08-07,191.07,26160,93,9,21.23
2023-08-08,217.61,23093,85,7,31.09
2023-08-09,267.04,28173,132,10,26.7
2023-08-10,198.44,23628,71,8,24.8
2023-08-11,205.58,29595,112,8,25.7
2023-08-12,143.27,19535,58,4,35.82
2023-08-13,88.77,8928,0,0,0.0
2023-08-14,125.8,18509,82,7,17.97
2023-08-15,256.99,33427,122,14,18.36
2023-08-16,280.39,32838,47,4,70.1
2023-08-17,244.52,27417,72,7,34.93
2023-08-18,246.51,32969,66,7,35.22
2023-08-19,142.01,11856,32,3,47.34
2023-08-20,100.58,10191,28,2,50.29
2023-08-21,286.77,42818,55,5,57.35
2023-08-22,202.94,26051,57,7,28.99
2023-08-23,169.32,24061,72,6,28.22
2023-08-24,123.87,15152,27,2,61.93
2023-08-25,220.05,26150,112,10,22.0
2023-08-26,158.86,22125,42,3,52.95
2023-08-27,135.8,17917,35,4,33.95
2023-08-28,222.65,18890,90,11,20.24
2023-08-29,164.54,21078,36,4,41.13
2023-08-30,192.13,27389,40,5,38.43
2023-08-31,277.61,39026,109,8,34.7
2023-09-01,269.7,33176,67,7,38.53
2023-09-02,161.68,20609,47,4,40.42
2023-09-03,819.23,81385,180,20,40.96
2023-09-04,1497.16,158098,311,29,51.63
2023-09-05,2620.71,383783,268,24,109.2
2023-09-06,1752.46,208622,295,23,76.19
2023-09-07,2071.88,265678,243,27,76.74
2023-09-08,1918.3,185888,200,19,100.96
2023-09-09,1540.62,127923,328,22,70.03
2023-09-10,65.33,6304,44,3,21.78
2023-09-11,79.18,7335,11,1,79.18
2023-09-12,103.12,14438,67,5,20.62
2023-09-13,71.25,5960,16,2,35.62
2023-09-14,94.83,13835,29,2,47.41
2023-09-15,106.23,13273,0,0,0.0
2023-09-16,60.82,8700,24,2,30.41
2023-09-17,209.13,29830,83,8,26.14
2023-09-18,302.74,28999,66,8,37.84
2023-09-19,303.28,43117,89,10,30.33
2023-09-20,153.08,14546,59,5,30.62
2023-09-21,240.0,32086,54,6,40.0
2023-09-22,228.8,32409,48,6,38.13
2023-09-23,195.28,18443,82,8,24.41
2023-09-24,168.54,17044,161,11,15.32
2023-09-25,345.91,30378,149,11,31.45
2023-09-26,282.64,33626,45,4,70.66
2023-09-27,196.0,24313,56,6,32.67
2023-09-28,197.45,15799,54,4,49.36
2023-09-29,257.2,30527,123,9,28.58
2023-09-30,210.34,22599,92,9,23.37
2023-10-01,78.85,8425,13,1,78.85
2023-10-02,93.51,12656,17,2,46.76
2023-10-03,115.29,11257,38,4,28.82
2023-10-04,115.75,17191,9,1,115.75
2023-10-05,92.56,10508,42,5,18.51
2023-10-06,102.2,14818,49,6,17.03
2023-10-07,112.67,10905,47,5,22.53
2023-10-08,80.11,9416,0,0,0.0
2023-10-09,96.79,12290,40,3,32.26
2023-10-10,116.54,12059,19,2,58.27
2023-10-11,109.33,13743,25,3,36.44
2023-10-12,95.77,10692,21,2,47.88
2023-10-13,80.9,7280,11,1,80.9
2023-10-14,71.89,6786,0,0,0.0
2023-10-15,62.76,5214,34,4,15.69
2023-10-16,97.18,10883,8,1,97.18
2023-10-17,112.69,15774,33,3,37.56
2023-10-18,104.62,8625,16,2,52.31
2023-10-19,86.35,11606,46,4,21.59
2023-10-20,96.13,8553,18,2,48.07
2023-10-21,86.47,7836,51,4,21.62
2023-10-22,94.98,11807,58,5,19.0
2023-10-23,96.92,13299,55,4,24.23
2023-10-24,87.75,9012,23,2,43.87
2023-10-25,102.67,14559,39,3,34.22
2023-10-26,130.71,11930,27,3,43.57
2023-10-27,135.37,12613,37,4,33.84
2023-10-28,84.42,12586,39,3,28.14
2023-10-29,104.03,9323,51,5,20.81
2023-10-30,116.55,13569,37,3,38.85
2023-10-31,106.22,10035,29,2,53.11
2023-11-01,153.0,14304,65,7,21.86
2023-11-02,167.52,17327,64,6,27.92
2023-11-03,149.01,20576,39,3,49.67
2023-11-04,119.96,14900,49,5,23.99
2023-11-05,156.37,17766,10,1,156.37
2023-11-06,246.94,31167,142,12,20.58
2023-11-07,155.03,21893,28,3,51.68
2023-11-08,166.42,17381,112,8,20.8
2023-11-09,173.86,24766,72,5,34.77
2023-11-10,195.6,24364,79,7,27.94
2023-11-11,98.8,8925,38,3,32.93
2023-11-12,92.92,9893,50,5,18.58
2023-11-13,191.06,15598,124,10,19.11
2023-11-14,225.18,22088,60,5,45.04
2023-11-15,217.97,21669,103,11,19.82
2023-11-16,244.42,26556,148,16,15.28
2023-11-17,154.21,20526,70,5,30.84
2023-11-18,110.31,15742,38,4,27.58
2023-11-19,162.69,22047,42,4,40.67
2023-11-20,190.32,15766,148,11,17.3
2023-11-21,224.7,22493,53,5,44.94
2023-11-22,183.74,18367,63,6,30.62
2023-11-23,188.08,18652,122,15,12.54
2023-11-24,221.08,25952,88,6,36.85
2023-11-25,140.17,20072,79,6,23.36
2023-11-26,88.45,7487,44,3,29.48
2023-11-27,206.62,19296,128,9,22.96
2023-11-28,199.14,17207,136,11,18.1
2023-11-29,151.3,12532,68,5,30.26
2023-11-30,220.87,23033,76,8,27.61
2023-12-01,196.03,18738,38,3,65.34
2023-12-02,140.51,17671,9,1,140.51
2023-12-03,127.52,15627,33,4,31.88
2023-12-04,245.29,29716,112,13,18.87
2023-12-05,175.06,19525,88,6,29.18
2023-12-06,146.52,11962,68,7,20.93
2023-12-07,249.66,35721,136,11,22.7
2023-12-08,200.78,16709,138,10,20.08
2023-12-09,171.2,18343,122,12,14.27
2023-12-10,140.47,17903,82,9,15.61
2023-12-11,252.4,36371,103,7,36.06
2023-12-12,208.56,18541,45,4,52.14
2023-12-13,178.24,26293,56,4,44.56
2023-12-14,301.82,33361,179,13,23.22
2023-12-15,227.59,33102,97,8,28.45
2023-12-16,150.59,14706,67,8,18.82
2023-12-17,69.25,6663,8,1,69.25
2023-12-18,87.93,12396,32,3,29.31
2023-12-19,72.84,9290,46,5,14.57
2023-12-20,64.57,5853,35,4,16.14
2023-12-21,73.06,7084,12,1,73.06
2023-12-22,62.01,7750,33,3,20.67
2023-12-23,63.17,6591,24,3,21.06
2023-12-24,122.6,13074,38,4,30.65
2023-12-25,171.53,14805,33,4,42.88
2023-12-26,200.8,21649,83,6,33.47
2023-12-27,247.75,23870,144,13,19.06
2023-12-28,165.2,20645,34,4,41.3
2023-12-29,242.03,31200,85,10,24.2
2023-12-30,97.39,11406,74,5,19.48
2023-12-31,126.91,16730,41,4,31.73
2024-01-01,196.54,17713,49,6,32.76
2024-01-02,156.26,16262,13,1,156.26
2024-01-03,224.12,31068,127,11,20.37
2024-01-04,185.63,16119,17,2,92.81
2024-01-05,125.82,11000,28,3,41.94
2024-01-06,117.52,10422,67,5,23.5
2024-01-07,167.54,15264,73,6,27.92
2024-01-08,159.86,13018,59,6,26.64
2024-01-09,174.6,19927,54,5,34.92
2024-01-10,148.64,15474,61,7,21.23
2024-01-11,145.99,21373,62,6,24.33
2024-01-12,188.22,21895,60,6,31.37
2024-01-13,98.32,9627,8,1,98.32
2024-01-14,110.06,10204,28,3,36.69
2024-01-15,225.1,27151,64,5,45.02
2024-01-16,172.03,23080,54,4,43.01
2024-01-17,188.16,20474,40,5,37.63
2024-01-18,131.61,17336,37,3,43.87
2024-01-19,169.15,13925,50,5,33.83
2024-01-20,164.0,20425,71,8,20.5
2024-01-21,126.86,14723,20,2,63.43
2024-01-22,136.99,20499,10,1,136.99
2024-01-23,202.45,28397,133,12,16.87
2024-01-24,152.43,21486,44,5,30.49
2024-01-25,171.45,23575,25,3,57.15
2024-01-26,164.25,19437,112,10,16.42
2024-01-27,96.13,8755,39,3,32.04
2024-01-28,138.56,18645,49,5,27.71
2024-01-29,106.72,11197,56,4,26.68
2024-01-30,239.64,26912,148,12,19.97
2024-01-31,205.65,30057,48,5,41.13
2024-02-01,191.85,21320,49,5,38.37
2024-02-02,208.23,21906,50,6,34.7
2024-02-03,105.77,15389,25,3,35.26
2024-02-04,150.14,18520,37,4,37.53
2024-02-05,127.2,16047,41,3,42.4
2024-02-06,243.68,29030,103,8,30.46
2024-02-07,204.89,30689,50,6,34.15
2024-02-08,133.59,15538,17,2,66.8
2024-02-09,148.46,18847,87,8,18.56
2024-02-10,91.74,13493,24,3,30.58
2024-02-11,142.81,13558,78,7,20.4
2024-02-12,228.69,21625,59,5,45.74
2024-02-13,251.95,29553,195,17,14.82
2024-02-14,200.85,16281,79,7,28.69
2024-02-15,159.08,22051,42,4,39.77
2024-02-16,189.14,19254,44,3,63.05
2024-02-17,135.03,15899,9,1,135.03
2024-02-18,107.59,12010,23,2,53.8
2024-02-19,175.81,18318,36,4,43.95
2024-02-20,215.88,20635,85,7,30.84
2024-02-21,215.59,19577,73,5,43.12
2024-02-22,168.03,20855,70,7,24.0
2024-02-23,127.72,14285,39,3,42.57
2024-02-24,135.91,18182,39,4,33.98
2024-02-25,128.69,17606,25,3,42.9
2024-02-26,245.88,29105,63,7,35.13
2024-02-27,159.61,19324,70,6,26.6
2024-02-28,183.69,18631,68,6,30.62
2024-02-29,123.26,16195,81,7,17.61
2024-03-01,181.37,24212,99,9,20.15
2024-03-02,125.33,13256,74,6,20.89
2024-03-03,152.14,16749,103,9,16.9
2024-03-04,155.91,13265,84,8,19.49
2024-03-05,179.78,18362,66,6,29.96
2024-03-06,214.58,18253,106,8,26.82
2024-03-07,176.89,16391,42,3,58.96
2024-03-08,185.17,16755,80,8,23.15
2024-03-09,135.53,13218,115,9,15.06
2024-03-10,144.22,15549,58,5,28.84
2024-03-11,225.35,19573,73,7,32.19
2024-03-12,213.61,18753,135,10,21.36
2024-03-13,241.91,26097,91,10,24.19
2024-03-14,277.17,34227,85,8,34.65
2024-03-15,190.13,28436,60,7,27.16
2024-03-16,142.55,20233,48,5,28.51
2024-03-17,133.65,15795,68,7,19.09
2024-03-18,178.17,16310,71,5,35.63
2024-03-19,229.25,19533,76,8,28.66
2024-03-20,171.39,20781,35,4,42.85
2024-03-21,229.62,33840,67,8,28.7
2024-03-22,162.3,17660,94,7,23.19
2024-03-23,130.64,18692,43,3,43.55
2024-03-24,90.43,11675,52,5,18.09
2024-03-25,165.55,14152,94,8,20.69
2024-03-26,181.08,24929,191,13,13.93
2024-03-27,192.7,23038,82,6,32.12
2024-03-28,204.25,26704,109,8,25.53
2024-03-29,186.8,26825,22,2,93.4
2024-03-30,126.82,16306,63,7,18.12
2024-03-31,151.09,21316,68,6,25.18
2024-04-01,270.59,32824,171,12,22.55
2024-04-02,260.88,21621,104,11,23.72
2024-04-03,266.48,26563,129,12,22.21
2024-04-04,234.11,22137,162,11,21.28
2024-04-05,308.96,42430,125,12,25.75
2024-04-06,183.33,22968,89,8,22.92
2024-04-07,163.86,24223,118,9,18.21
2024-04-08,275.48,28712,80,8,34.44
2024-04-09,199.35,26410,49,4,49.84
2024-04-10,225.05,27489,112,9,25.01
2024-04-11,205.75,23918,121,13,15.83
2024-04-12,275.7,22941,146,15,18.38
2024-04-13,160.35,23351,71,7,22.91
2024-04-14,209.53,25643,140,14,14.97
2024-04-15,248.28,30109,105,10,24.83
2024-04-16,317.33,46005,175,19,16.7
2024-04-17,266.74,24661,164,12,22.23
2024-04-18,261.3,24484,108,13,20.1
2024-04-19,287.74,39736,96,9,31.97
2024-04-20,186.41,27612,77,7,26.63
2024-04-21,169.29,16038,90,8,21.16
2024-04-22,347.0,46915,130,13,26.69
2024-04-23,213.84,28230,95,11,19.44
2024-04-24,376.51,43881,229,21,17.93
2024-04-25,334.56,29096,127,12,27.88
2024-04-26,323.63,35069,90,8,40.45
2024-04-27,145.78,16435,72,5,29.16
2024-04-28,208.05,28579,121,9,23.12
2024-04-29,236.59,31833,99,11,21.51
2024-04-30,224.03,30167,226,16,14.0
2024-05-01,87.18,9527,54,4,21.8
2024-05-02,163.12,15247,40,4,40.78
2024-05-03,170.9,21268,81,7,24.41
2024-05-04,86.01,8417,26,3,28.67
2024-05-05,115.11,12303,50,4,28.78
2024-05-06,131.83,13225,89,6,21.97
2024-05-07,139.19,14182,99,10,13.92
2024-05-08,120.01,12722,54,4,30.0
2024-05-09,163.85,14599,27,2,81.92
2024-05-10,111.72,13328,53,4,27.93
2024-05-11,94.81,9669,30,3,31.6
2024-05-12,71.78,7775,44,3,23.93
2024-05-13,131.39,13189,53,6,21.9
2024-05-14,170.07,25235,34,4,42.52
2024-05-15,72.78,10589,19,2,36.39
2024-05-16,114.43,12852,44,4,28.61
2024-05-17,170.15,20767,126,9,18.91
2024-05-18,137.57,16495,26,3,45.86
2024-05-19,88.73,9693,49,4,22.18
2024-05-20,173.64,22978,35,4,43.41
2024-05-21,148.75,14090,90,7,21.25
2024-05-22,105.12,14062,72,5,21.02
2024-05-23,104.1,14477,57,6,17.35
2024-05-24,142.01,19984,42,4,35.5
2024-05-25,93.44,12927,38,3,31.15
2024-05-26,87.15,7469,38,3,29.05
2024-05-27,169.33,23966,97,8,21.17
2024-05-28,155.07,12442,83,8,19.38
2024-05-29,110.79,10959,53,4,27.7
2024-05-30,115.54,13731,28,2,57.77
2024-05-31,168.53,16772,72,7,24.08
2024-06-01,106.65,8622,46,5,21.33
2024-06-02,628.7,71566,146,13,48.36
2024-06-03,526.31,59272,183,15,35.09
2024-06-04,1013.66,116759,232,21,48.27
2024-06-05,959.03,113625,313,21,45.67
2024-06-06,725.37,72709,280,19,38.18
2024-06-07,944.59,138036,110,12,78.72
2024-06-08,439.56,45235,129,10,43.96
2024-06-09,153.29,17488,57,6,25.55
2024-06-10,208.07,18079,68,7,29.72
2024-06-11,218.92,22074,60,6,36.49
2024-06-12,260.17,26286,54,6,43.36
2024-06-13,264.63,23836,101,8,33.08
2024-06-14,183.17,17355,68,5,36.63
2024-06-15,162.56,14397,58,5,32.51
2024-06-16,143.24,18410,30,3,47.75
2024-06-17,222.72,19007,32,4,55.68
2024-06-18,297.29,32139,200,15,19.82
2024-06-19,237.71,30482,121,11,21.61
2024-06-20,256.6,21578,96,7,36.66
2024-06-21,204.5,21332,70,5,40.9
2024-06-22,174.56,25138,90,8,21.82
2024-06-23,201.73,20756,41,5,40.35
2024-06-24,234.05,24035,85,10,23.41
2024-06-25,201.16,28369,59,5,40.23
2024-06-26,235.97,22515,144,11,21.45
2024-06-27,204.21,23691,39,3,68.07
2024-06-28,197.61,28604,83,7,28.23
2024-06-29,127.44,15120,0,0,0.0
2024-06-30,230.28,21596,69,8,28.78
2024-07-01,146.65,20309,42,5,29.33
2024-07-02,143.71,11593,48,5,28.74
2024-07-03,142.29,11953,12,1,142.29
2024-07-04,215.19,27450,86,8,26.9
2024-07-05,129.69,11764,60,5,25.94
2024-07-06,117.59,11171,38,3,39.2
2024-07-07,94.31,8746,25,3,31.44
2024-07-08,138.59,18132,36,4,34.65
2024-07-09,117.8,11864,92,8,14.73
2024-07-10,112.44,12495,61,5,22.49
2024-07-11,116.05,11315,23,2,58.03
2024-07-12,115.54,16998,42,4,28.89
2024-07-13,98.7,8900,11,1,98.7
2024-07-14,130.04,10605,61,5,26.01
2024-07-15,184.53,17623,62,5,36.91
2024-07-16,164.39,16337,42,5,32.88
2024-07-17,167.37,20444,91,9,18.6
2024-07-18,184.61,15452,48,4,46.15
2024-07-19,189.3,22336,62,5,37.86
2024-07-20,94.58,10759,36,3,31.53
2024-07-21,100.52,8366,67,6,16.75
2024-07-22,131.29,14376,44,3,43.76
2024-07-23,201.71,17504,69,5,40.34
2024-07-24,160.86,15689,74,5,32.17
2024-07-25,204.11,27227,39,3,68.04
2024-07-26,128.12,19185,26,2,64.06
2024-07-27,99.24,10495,57,4,24.81
2024-07-28,111.69,15420,29,2,55.85
2024-07-29,196.92,16106,82,8,24.62
2024-07-30,321.14,43550,224,15,21.41
2024-07-31,169.65,23368,36,4,42.41
2024-08-01,174.22,21691,66,5,34.84
2024-08-02,203.12,24372,86,8,25.39
2024-08-03,150.03,13300,35,3,50.01
2024-08-04,1190.1,112196,160,13,91.55
2024-08-05,1585.96,177600,209,23,68.95
2024-08-06,1148.74,125177,169,17,67.57
2024-08-07,1020.74,141641,310,23,44.38
2024-08-08,1556.55,203371,263,20,77.83
2024-08-09,1885.71,205918,219,26,72.53
2024-08-10,921.88,77801,145,18,51.22
2024-08-11,43.18,5857,41,3,14.39
2024-08-12,41.42,5295,69,5,8.28
2024-08-13,56.93,7695,14,1,56.93
2024-08-14,73.77,7280,0,0,0.0
2024-08-15,44.23,5345,8,1,44.23
2024-08-16,60.91,6101,21,2,30.45
2024-08-17,46.31,6222,0,0,0.0
2024-08-18,171.56,15681,60,6,28.59
2024-08-19,186.71,25730,130,9,20.75
2024-08-20,211.69,23854,71,7,30.24
2024-08-21,237.78,25248,78,6,39.63
2024-08-22,246.16,35500,62,6,41.03
2024-08-23,267.69,34703,87,9,29.74
2024-08-24,208.71,21003,134,10,20.87
2024-08-25,186.85,22666,102,7,26.69
2024-08-26,321.83,35450,240,17,18.93
2024-08-27,178.34,19889,66,6,29.72
2024-08-28,241.39,21742,119,9,26.82
2024-08-29,337.61,34039,72,8,42.2
2024-08-30,249.97,29791,43,3,83.32
2024-08-31,132.68,15733,34,3,44.23
2024-09-01,199.21,22444,91,8,24.9
2024-09-02,199.0,18901,65,7,28.43
2024-09-03,272.87,33699,122,10,27.29
2024-09-04,337.32,43810,118,9,37.48
2024-09-05,328.35,44720,105,11,29.85
2024-09-06,221.87,19753,87,6,36.98
2024-09-07,193.8,24043,57,7,27.69
2024-09-08,216.62,27996,90,10,21.66
2024-09-09,324.06,38595,180,15,21.6
2024-09-10,232.99,33274,64,8,29.12
2024-09-11,200.63,21568,104,7,28.66
2024-09-12,241.8,22066,70,6,40.3
2024-09-13,322.07,34099,65,8,40.26
2024-09-14,240.15,29532,70,5,48.03
2024-09-15,168.02,23322,89,6,28.0
2024-09-16,236.6,31450,112,14,16.9
2024-09-17,196.86,27791,133,11,17.9
2024-09-18,218.47,31726,122,13,16.81
2024-09-19,228.05,18378,152,14,16.29
2024-09-20,286.35,41963,114,8,35.79
2024-09-21,181.98,17071,52,5,36.4
2024-09-22,45.89,5178,35,3,15.3
2024-09-23,71.45,9732,40,3,23.82
2024-09-24,57.01,5802,0,0,0.0
